year,party,support
1975,1,0
1975,2,0.303
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.075
1975,8,0.175
1975,9,0.209
1975,10,0
1975,11,0.087
1975,12,0.151
1979,1,0
1979,2,0.326
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.054
1979,8,0.241
1979,9,0.216
1979,10,0
1979,11,0.093
1979,12,0.07
1983,1,0
1983,2,0.311
1983,3,0.061
1983,4,0.068
1983,5,0
1983,6,0
1983,7,0.037
1983,8,0.194
1983,9,0.235
1983,10,0
1983,11,0.065
1983,12,0.028
1987,1,0.002
1987,2,0.186
1987,3,0.122
1987,4,0
1987,5,0
1987,6,0
1987,7,0.072
1987,8,0.226
1987,9,0.237
1987,10,0
1987,11,0.08
1987,12,0.074
1991,1,0
1991,2,0.236
1991,3,0.082
1991,4,0.03
1991,5,0
1991,6,0
1991,7,0.061
1991,8,0.14
1991,9,0.185
1991,10,0
1991,11,0.157
1991,12,0.108
1995,1,0
1995,2,0.252
1995,3,0.093
1995,4,0.031
1995,5,0
1995,6,0
1995,7,0.013
1995,8,0.152
1995,9,0.162
1995,10,0
1995,11,0.196
1995,12,0.101
1999,1,0
1999,2,0.224
1999,3,0.095
1999,4,0.05
1999,5,0
1999,6,0
1999,7,0.037
1999,8,0.159
1999,9,0.124
1999,10,0
1999,11,0.253
1999,12,0.057
2003,1,0
2003,2,0.181
2003,3,0.103
2003,4,0.039
2003,5,0
2003,6,0
2003,7,0.003
2003,8,0.2
2003,9,0.107
2003,10,0
2003,11,0.315
2003,12,0.052
2007,1,0
2007,2,0.174
2007,3,0.13
2007,4,0.03
2007,5,0
2007,6,0
2007,7,0.007
2007,8,0.161
2007,9,0.114
2007,10,0
2007,11,0.359
2007,12,0.025
2011,1,0
2011,2,0.195
2011,3,0.094
2011,4,0.029
2011,5,0.037
2011,6,0.043
2011,7,0
2011,8,0.16
2011,9,0.118
2011,10,0
2011,11,0.308
2011,12,0.014
2015,1,0
2015,2,0.194
2015,3,0.074
2015,4,0.014
2015,5,0.078
2015,6,0.025
2015,7,0.001
2015,8,0.147
2015,9,0.174
2015,10,0
2015,11,0.28
2015,12,0.013
