year,party,support
1975,1,0.138
1975,2,0.22
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.005
1975,8,0.355
1975,9,0.282
1975,10,0
1975,11,0
1975,12,0
1979,1,0.138
1979,2,0.263
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.309
1979,9,0.266
1979,10,0
1979,11,0.024
1979,12,0
1983,1,0.116
1983,2,0.2
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.022
1983,8,0.321
1983,9,0.315
1983,10,0
1983,11,0.026
1983,12,0
1987,1,0.187
1987,2,0.122
1987,3,0.021
1987,4,0
1987,5,0
1987,6,0
1987,7,0.038
1987,8,0.344
1987,9,0.285
1987,10,0
1987,11,0.005
1987,12,0
1991,1,0.116
1991,2,0.073
1991,3,0.008
1991,4,0
1991,5,0
1991,6,0
1991,7,0.01
1991,8,0.214
1991,9,0.204
1991,10,0.37
1991,11,0.005
1991,12,0
1995,1,0.01
1995,2,0.153
1995,3,0.015
1995,4,0
1995,5,0
1995,6,0
1995,7,0.022
1995,8,0.237
1995,9,0.272
1995,10,0.277
1995,11,0.014
1995,12,0
1999,1,0.011
1999,2,0.174
1999,3,0.011
1999,4,0.004
1999,5,0
1999,6,0
1999,7,0.005
1999,8,0.235
1999,9,0.226
1999,10,0.225
1999,11,0.109
1999,12,0
2003,1,0
2003,2,0.241
2003,3,0.018
2003,4,0
2003,5,0
2003,6,0
2003,7,0.008
2003,8,0.194
2003,9,0.265
2003,10,0.128
2003,11,0.146
2003,12,0
2007,1,0.013
2007,2,0.153
2007,3,0.042
2007,4,0
2007,5,0
2007,6,0
2007,7,0.01
2007,8,0.228
2007,9,0.224
2007,10,0.214
2007,11,0.116
2007,12,0
2011,1,0.01
2011,2,0.141
2011,3,0.059
2011,4,0
2011,5,0
2011,6,0
2011,7,0.031
2011,8,0.142
2011,9,0.224
2011,10,0.26
2011,11,0.132
2011,12,0
2015,1,0.002
2015,2,0.134
2015,3,0.057
2015,4,0
2015,5,0.009
2015,6,0
2015,7,0.013
2015,8,0.133
2015,9,0.279
2015,10,0.247
2015,11,0.126
2015,12,0
