year,party,support
1975,1,0.008
1975,2,0.197
1975,3,0
1975,4,0.096
1975,5,0
1975,6,0
1975,7,0.139
1975,8,0.036
1975,9,0.17
1975,10,0
1975,11,0.204
1975,12,0.149
1979,1,0.022
1979,2,0.2
1979,3,0.006
1979,4,0.11
1979,5,0
1979,6,0
1979,7,0.094
1979,8,0.033
1979,9,0.196
1979,10,0
1979,11,0.296
1979,12,0.043
1983,1,0.023
1983,2,0.192
1983,3,0.055
1983,4,0.078
1983,5,0
1983,6,0
1983,7,0.071
1983,8,0.061
1983,9,0.179
1983,10,0
1983,11,0.272
1983,12,0.069
1987,1,0.018
1987,2,0.16
1987,3,0.082
1987,4,0.051
1987,5,0
1987,6,0
1987,7,0.059
1987,8,0.039
1987,9,0.183
1987,10,0
1987,11,0.302
1987,12,0.108
1991,1,0.012
1991,2,0.176
1991,3,0.045
1991,4,0.06
1991,5,0
1991,6,0
1991,7,0.053
1991,8,0.036
1991,9,0.163
1991,10,0
1991,11,0.34
1991,12,0.115
1995,1,0.02
1995,2,0.192
1995,3,0.066
1995,4,0.037
1995,5,0
1995,6,0
1995,7,0.038
1995,8,0.027
1995,9,0.154
1995,10,0
1995,11,0.376
1995,12,0.089
1999,1,0.012
1999,2,0.229
1999,3,0.041
1999,4,0.033
1999,5,0
1999,6,0
1999,7,0.032
1999,8,0.03
1999,9,0.154
1999,10,0
1999,11,0.418
1999,12,0.052
2003,1,0.004
2003,2,0.246
2003,3,0.094
2003,4,0.039
2003,5,0
2003,6,0
2003,7,0.018
2003,8,0.031
2003,9,0.13
2003,10,0
2003,11,0.384
2003,12,0.055
2007,1,0.011
2007,2,0.177
2007,3,0.102
2007,4,0.036
2007,5,0.081
2007,6,0
2007,7,0.003
2007,8,0.057
2007,9,0.1
2007,10,0
2007,11,0.385
2007,12,0.048
2011,1,0.001
2011,2,0.174
2011,3,0.078
2011,4,0.028
2011,5,0.124
2011,6,0.06
2011,7,0.023
2011,8,0.038
2011,9,0.088
2011,10,0
2011,11,0.339
2011,12,0.046
2015,1,0.001
2015,2,0.197
2015,3,0.054
2015,4,0.032
2015,5,0.1
2015,6,0.043
2015,7,0.035
2015,8,0.032
2015,9,0.14
2015,10,0
2015,11,0.319
2015,12,0.048
