year,party,support
1975,1,0.002
1975,2,0.462
1975,3,0
1975,4,0.038
1975,5,0
1975,6,0
1975,7,0.065
1975,8,0.003
1975,9,0.105
1975,10,0
1975,11,0.247
1975,12,0.078
1979,1,0.017
1979,2,0.477
1979,3,0
1979,4,0.028
1979,5,0
1979,6,0
1979,7,0.019
1979,8,0.005
1979,9,0.126
1979,10,0
1979,11,0.279
1979,12,0.05
1983,1,0.023
1983,2,0.431
1983,3,0
1983,4,0.034
1983,5,0
1983,6,0
1983,7,0.049
1983,8,0.002
1983,9,0.127
1983,10,0
1983,11,0.256
1983,12,0.077
1987,1,0.014
1987,2,0.269
1987,3,0.074
1987,4,0.039
1987,5,0
1987,6,0
1987,7,0.039
1987,8,0.003
1987,9,0.105
1987,10,0
1987,11,0.364
1987,12,0.092
1991,1,0.022
1991,2,0.261
1991,3,0.069
1991,4,0.028
1991,5,0
1991,6,0
1991,7,0.032
1991,8,0.006
1991,9,0.091
1991,10,0
1991,11,0.331
1991,12,0.161
1995,1,0.019
1995,2,0.275
1995,3,0.041
1995,4,0.05
1995,5,0
1995,6,0
1995,7,0.016
1995,8,0.009
1995,9,0.14
1995,10,0
1995,11,0.255
1995,12,0.194
1999,1,0
1999,2,0.294
1999,3,0.059
1999,4,0.053
1999,5,0
1999,6,0
1999,7,0.018
1999,8,0.013
1999,9,0.154
1999,10,0
1999,11,0.308
1999,12,0.102
2003,1,0
2003,2,0.302
2003,3,0.068
2003,4,0.047
2003,5,0
2003,6,0
2003,7,0.014
2003,8,0.018
2003,9,0.154
2003,10,0
2003,11,0.322
2003,12,0.072
2007,1,0
2007,2,0.267
2007,3,0.086
2007,4,0.056
2007,5,0
2007,6,0
2007,7,0.013
2007,8,0.025
2007,9,0.134
2007,10,0
2007,11,0.341
2007,12,0.078
2011,1,0.001
2011,2,0.238
2011,3,0.049
2011,4,0.032
2011,5,0.047
2011,6,0.158
2011,7,0.043
2011,8,0.012
2011,9,0.072
2011,10,0
2011,11,0.299
2011,12,0.049
2015,1,0.002
2015,2,0.195
2015,3,0.043
2015,4,0.031
2015,5,0.045
2015,6,0.148
2015,7,0.023
2015,8,0.007
2015,9,0.083
2015,10,0
2015,11,0.387
2015,12,0.035
