year,party,support
1975,1,0
1975,2,0.044
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.647
1975,9,0.023
1975,10,0
1975,11,0.264
1975,12,0.021
1979,1,0
1979,2,0.06
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.728
1979,9,0.109
1979,10,0
1979,11,0.103
1979,12,0
1983,1,0
1983,2,0.076
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.688
1983,9,0.115
1983,10,0
1983,11,0.121
1983,12,0
1987,1,0.023
1987,2,0.085
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.038
1987,8,0.566
1987,9,0.138
1987,10,0
1987,11,0.15
1987,12,0
1991,1,0.038
1991,2,0.126
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.054
1991,8,0.461
1991,9,0.178
1991,10,0
1991,11,0.142
1991,12,0
1995,1,0.017
1995,2,0.025
1995,3,0.001
1995,4,0
1995,5,0
1995,6,0
1995,7,0.017
1995,8,0.355
1995,9,0.19
1995,10,0
1995,11,0.394
1995,12,0
1999,1,0
1999,2,0.068
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.02
1999,8,0.389
1999,9,0.285
1999,10,0
1999,11,0.237
1999,12,0
2003,1,0
2003,2,0.031
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.392
2003,9,0.304
2003,10,0
2003,11,0.266
2003,12,0.007
2007,1,0
2007,2,0.072
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.012
2007,8,0.457
2007,9,0.155
2007,10,0
2007,11,0.292
2007,12,0.012
2011,1,0
2011,2,0.038
2011,3,0.009
2011,4,0
2011,5,0.028
2011,6,0.27
2011,7,0
2011,8,0.139
2011,9,0.139
2011,10,0
2011,11,0.376
2011,12,0.002
2015,1,0
2015,2,0.043
2015,3,0
2015,4,0
2015,5,0.042
2015,6,0.188
2015,7,0.002
2015,8,0.147
2015,9,0.13
2015,10,0
2015,11,0.448
2015,12,0
