year,party,support
1975,1,0.006
1975,2,0.15
1975,3,0
1975,4,0.018
1975,5,0
1975,6,0
1975,7,0.115
1975,8,0.414
1975,9,0.097
1975,10,0
1975,11,0.067
1975,12,0.133
1979,1,0
1979,2,0.187
1979,3,0
1979,4,0.029
1979,5,0
1979,6,0
1979,7,0.115
1979,8,0.407
1979,9,0.115
1979,10,0
1979,11,0.092
1979,12,0.054
1983,1,0
1983,2,0.203
1983,3,0
1983,4,0.038
1983,5,0
1983,6,0
1983,7,0.096
1983,8,0.367
1983,9,0.172
1983,10,0
1983,11,0.076
1983,12,0.047
1987,1,0.063
1987,2,0.102
1987,3,0
1987,4,0.021
1987,5,0
1987,6,0
1987,7,0.079
1987,8,0.282
1987,9,0.227
1987,10,0
1987,11,0.088
1987,12,0.137
1991,1,0
1991,2,0.121
1991,3,0.085
1991,4,0.032
1991,5,0
1991,6,0
1991,7,0.068
1991,8,0.208
1991,9,0.151
1991,10,0
1991,11,0.115
1991,12,0.22
1995,1,0.009
1995,2,0.159
1995,3,0.045
1995,4,0.013
1995,5,0
1995,6,0
1995,7,0.062
1995,8,0.186
1995,9,0.158
1995,10,0
1995,11,0.18
1995,12,0.189
1999,1,0
1999,2,0.153
1999,3,0.048
1999,4,0.024
1999,5,0
1999,6,0
1999,7,0.027
1999,8,0.207
1999,9,0.164
1999,10,0
1999,11,0.327
1999,12,0.052
2003,1,0.008
2003,2,0.188
2003,3,0.051
2003,4,0.044
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.216
2003,9,0.117
2003,10,0
2003,11,0.356
2003,12,0.016
2007,1,0
2007,2,0.171
2007,3,0.093
2007,4,0.032
2007,5,0
2007,6,0
2007,7,0.037
2007,8,0.171
2007,9,0.108
2007,10,0
2007,11,0.368
2007,12,0.019
2011,1,0
2011,2,0.161
2011,3,0.074
2011,4,0.023
2011,5,0.058
2011,6,0.069
2011,7,0.011
2011,8,0.142
2011,9,0.087
2011,10,0
2011,11,0.357
2011,12,0.017
2015,1,0
2015,2,0.125
2015,3,0.055
2015,4,0.03
2015,5,0.053
2015,6,0.062
2015,7,0.014
2015,8,0.14
2015,9,0.136
2015,10,0
2015,11,0.374
2015,12,0.011
