year,party,support
1975,1,0.007
1975,2,0.202
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.009
1975,8,0
1975,9,0.471
1975,10,0
1975,11,0.29
1975,12,0.021
1979,1,0.021
1979,2,0.051
1979,3,0.122
1979,4,0
1979,5,0
1979,6,0
1979,7,0.043
1979,8,0.004
1979,9,0.407
1979,10,0
1979,11,0.353
1979,12,0
1983,1,0.04
1983,2,0.03
1983,3,0.032
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.005
1983,9,0.515
1983,10,0
1983,11,0.378
1983,12,0
1987,1,0.09
1987,2,0.008
1987,3,0.056
1987,4,0
1987,5,0
1987,6,0
1987,7,0.002
1987,8,0.008
1987,9,0.565
1987,10,0
1987,11,0.269
1987,12,0.003
1991,1,0.004
1991,2,0.095
1991,3,0.004
1991,4,0
1991,5,0
1991,6,0
1991,7,0.06
1991,8,0
1991,9,0.368
1991,10,0
1991,11,0.378
1991,12,0.091
1995,1,0.013
1995,2,0.092
1995,3,0.003
1995,4,0
1995,5,0
1995,6,0
1995,7,0.009
1995,8,0.015
1995,9,0.341
1995,10,0
1995,11,0.476
1995,12,0.053
1999,1,0.005
1999,2,0.109
1999,3,0.028
1999,4,0
1999,5,0
1999,6,0
1999,7,0.006
1999,8,0.003
1999,9,0.33
1999,10,0
1999,11,0.369
1999,12,0.15
2003,1,0.049
2003,2,0.058
2003,3,0.045
2003,4,0
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.026
2003,9,0.189
2003,10,0
2003,11,0.521
2003,12,0.096
2007,1,0.01
2007,2,0.055
2007,3,0.042
2007,4,0.007
2007,5,0
2007,6,0
2007,7,0.038
2007,8,0.032
2007,9,0.176
2007,10,0
2007,11,0.552
2007,12,0.088
2011,1,0.025
2011,2,0.058
2011,3,0.056
2011,4,0.005
2011,5,0.014
2011,6,0.004
2011,7,0.003
2011,8,0.009
2011,9,0.103
2011,10,0
2011,11,0.654
2011,12,0.071
2015,1,0.016
2015,2,0.024
2015,3,0.064
2015,4,0.004
2015,5,0.038
2015,6,0.057
2015,7,0.071
2015,8,0.022
2015,9,0.141
2015,10,0
2015,11,0.499
2015,12,0.063
