year,party,support
1975,1,0
1975,2,0.011
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.07
1975,8,0.597
1975,9,0.03
1975,10,0
1975,11,0.259
1975,12,0.033
1979,1,0
1979,2,0.027
1979,3,0
1979,4,0.001
1979,5,0
1979,6,0
1979,7,0.013
1979,8,0.615
1979,9,0.045
1979,10,0
1979,11,0.292
1979,12,0.007
1983,1,0
1983,2,0.06
1983,3,0
1983,4,0.004
1983,5,0
1983,6,0
1983,7,0.037
1983,8,0.584
1983,9,0.112
1983,10,0
1983,11,0.148
1983,12,0.055
1987,1,0.079
1987,2,0.079
1987,3,0
1987,4,0.001
1987,5,0
1987,6,0
1987,7,0.018
1987,8,0.383
1987,9,0.107
1987,10,0
1987,11,0.215
1987,12,0.117
1991,1,0
1991,2,0.099
1991,3,0.095
1991,4,0.007
1991,5,0
1991,6,0
1991,7,0.031
1991,8,0.246
1991,9,0.083
1991,10,0
1991,11,0.267
1991,12,0.174
1995,1,0
1995,2,0.178
1995,3,0.011
1995,4,0.016
1995,5,0
1995,6,0
1995,7,0.017
1995,8,0.209
1995,9,0.096
1995,10,0
1995,11,0.251
1995,12,0.222
1999,1,0
1999,2,0.154
1999,3,0.005
1999,4,0.006
1999,5,0
1999,6,0
1999,7,0.027
1999,8,0.206
1999,9,0.145
1999,10,0
1999,11,0.404
1999,12,0.053
2003,1,0
2003,2,0.177
2003,3,0.02
2003,4,0.006
2003,5,0
2003,6,0
2003,7,0.003
2003,8,0.277
2003,9,0.079
2003,10,0
2003,11,0.418
2003,12,0.021
2007,1,0
2007,2,0.104
2007,3,0.033
2007,4,0.011
2007,5,0
2007,6,0
2007,7,0.079
2007,8,0.204
2007,9,0.088
2007,10,0
2007,11,0.455
2007,12,0.027
2011,1,0
2011,2,0.113
2011,3,0.07
2011,4,0.03
2011,5,0.026
2011,6,0.059
2011,7,0.027
2011,8,0.141
2011,9,0.082
2011,10,0
2011,11,0.446
2011,12,0.006
2015,1,0
2015,2,0.115
2015,3,0.041
2015,4,0.027
2015,5,0.059
2015,6,0.043
2015,7,0.021
2015,8,0.094
2015,9,0.136
2015,10,0
2015,11,0.446
2015,12,0.016
