year,party,support
1975,1,0
1975,2,0.211
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.058
1975,8,0.177
1975,9,0.111
1975,10,0
1975,11,0.377
1975,12,0.066
1979,1,0
1979,2,0.215
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.042
1979,8,0.196
1979,9,0.109
1979,10,0
1979,11,0.406
1979,12,0.031
1983,1,0
1983,2,0.159
1983,3,0.044
1983,4,0.02
1983,5,0
1983,6,0
1983,7,0.038
1983,8,0.189
1983,9,0.114
1983,10,0
1983,11,0.419
1983,12,0.017
1987,1,0.002
1987,2,0.133
1987,3,0.095
1987,4,0
1987,5,0
1987,6,0
1987,7,0.061
1987,8,0.154
1987,9,0.141
1987,10,0
1987,11,0.359
1987,12,0.056
1991,1,0
1991,2,0.167
1991,3,0.105
1991,4,0.023
1991,5,0
1991,6,0
1991,7,0.024
1991,8,0.116
1991,9,0.104
1991,10,0
1991,11,0.343
1991,12,0.119
1995,1,0
1995,2,0.178
1995,3,0.087
1995,4,0.011
1995,5,0
1995,6,0
1995,7,0.013
1995,8,0.1
1995,9,0.116
1995,10,0
1995,11,0.342
1995,12,0.152
1999,1,0
1999,2,0.15
1999,3,0.058
1999,4,0.029
1999,5,0
1999,6,0
1999,7,0.028
1999,8,0.13
1999,9,0.122
1999,10,0
1999,11,0.428
1999,12,0.055
2003,1,0
2003,2,0.128
2003,3,0.073
2003,4,0.036
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.114
2003,9,0.105
2003,10,0
2003,11,0.489
2003,12,0.047
2007,1,0
2007,2,0.123
2007,3,0.077
2007,4,0.045
2007,5,0
2007,6,0
2007,7,0.012
2007,8,0.133
2007,9,0.111
2007,10,0
2007,11,0.458
2007,12,0.043
2011,1,0
2011,2,0.108
2011,3,0.064
2011,4,0.037
2011,5,0.067
2011,6,0.054
2011,7,0
2011,8,0.111
2011,9,0.112
2011,10,0
2011,11,0.409
2011,12,0.039
2015,1,0
2015,2,0.1
2015,3,0.045
2015,4,0.032
2015,5,0.056
2015,6,0.049
2015,7,0.003
2015,8,0.105
2015,9,0.137
2015,10,0
2015,11,0.442
2015,12,0.031
