year,party,support
1975,1,0.053
1975,2,0.119
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.004
1975,8,0.366
1975,9,0.458
1975,10,0
1975,11,0
1975,12,0
1979,1,0.072
1979,2,0.124
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.328
1979,9,0.44
1979,10,0
1979,11,0.035
1979,12,0
1983,1,0.074
1983,2,0.13
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.015
1983,8,0.305
1983,9,0.453
1983,10,0
1983,11,0.023
1983,12,0
1987,1,0.109
1987,2,0.088
1987,3,0.013
1987,4,0
1987,5,0
1987,6,0
1987,7,0.017
1987,8,0.356
1987,9,0.396
1987,10,0
1987,11,0.021
1987,12,0
1991,1,0.099
1991,2,0.058
1991,3,0.006
1991,4,0
1991,5,0
1991,6,0
1991,7,0.008
1991,8,0.255
1991,9,0.365
1991,10,0.197
1991,11,0.013
1991,12,0
1995,1,0.011
1995,2,0.166
1995,3,0.017
1995,4,0
1995,5,0
1995,6,0
1995,7,0.007
1995,8,0.292
1995,9,0.345
1995,10,0.142
1995,11,0.021
1995,12,0
1999,1,0.009
1999,2,0.192
1999,3,0.017
1999,4,0.005
1999,5,0
1999,6,0
1999,7,0.005
1999,8,0.254
1999,9,0.297
1999,10,0.16
1999,11,0.062
1999,12,0
2003,1,0
2003,2,0.274
2003,3,0.025
2003,4,0
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.242
2003,9,0.322
2003,10,0.051
2003,11,0.07
2003,12,0
2007,1,0.013
2007,2,0.184
2007,3,0.047
2007,4,0
2007,5,0
2007,6,0
2007,7,0.005
2007,8,0.24
2007,9,0.311
2007,10,0.112
2007,11,0.088
2007,12,0
2011,1,0.018
2011,2,0.172
2011,3,0.06
2011,4,0
2011,5,0
2011,6,0
2011,7,0.042
2011,8,0.202
2011,9,0.265
2011,10,0.143
2011,11,0.098
2011,12,0
2015,1,0.005
2015,2,0.155
2015,3,0.035
2015,4,0
2015,5,0.013
2015,6,0
2015,7,0.028
2015,8,0.197
2015,9,0.257
2015,10,0.174
2015,11,0.137
2015,12,0
