year,party,support
1975,1,0.009
1975,2,0.146
1975,3,0
1975,4,0.031
1975,5,0
1975,6,0
1975,7,0.078
1975,8,0.387
1975,9,0.155
1975,10,0
1975,11,0.056
1975,12,0.138
1979,1,0
1979,2,0.205
1979,3,0
1979,4,0.023
1979,5,0
1979,6,0
1979,7,0.058
1979,8,0.344
1979,9,0.275
1979,10,0
1979,11,0.043
1979,12,0.051
1983,1,0
1983,2,0.222
1983,3,0
1983,4,0.039
1983,5,0
1983,6,0
1983,7,0.07
1983,8,0.359
1983,9,0.203
1983,10,0
1983,11,0.069
1983,12,0.039
1987,1,0.073
1987,2,0.132
1987,3,0
1987,4,0.029
1987,5,0
1987,6,0
1987,7,0.066
1987,8,0.293
1987,9,0.235
1987,10,0
1987,11,0.076
1987,12,0.096
1991,1,0
1991,2,0.153
1991,3,0.057
1991,4,0.035
1991,5,0
1991,6,0
1991,7,0.057
1991,8,0.201
1991,9,0.21
1991,10,0
1991,11,0.108
1991,12,0.179
1995,1,0.012
1995,2,0.164
1995,3,0.041
1995,4,0.022
1995,5,0
1995,6,0
1995,7,0.038
1995,8,0.167
1995,9,0.251
1995,10,0
1995,11,0.174
1995,12,0.131
1999,1,0
1999,2,0.147
1999,3,0.036
1999,4,0.031
1999,5,0
1999,6,0
1999,7,0.015
1999,8,0.213
1999,9,0.25
1999,10,0
1999,11,0.258
1999,12,0.049
2003,1,0.004
2003,2,0.195
2003,3,0.034
2003,4,0.047
2003,5,0
2003,6,0
2003,7,0.006
2003,8,0.171
2003,9,0.22
2003,10,0
2003,11,0.315
2003,12,0.009
2007,1,0
2007,2,0.136
2007,3,0.059
2007,4,0.028
2007,5,0
2007,6,0
2007,7,0.036
2007,8,0.163
2007,9,0.187
2007,10,0
2007,11,0.375
2007,12,0.015
2011,1,0
2011,2,0.143
2011,3,0.051
2011,4,0.023
2011,5,0.064
2011,6,0.065
2011,7,0.012
2011,8,0.118
2011,9,0.146
2011,10,0
2011,11,0.362
2011,12,0.016
2015,1,0
2015,2,0.145
2015,3,0.035
2015,4,0.021
2015,5,0.052
2015,6,0.06
2015,7,0.02
2015,8,0.086
2015,9,0.172
2015,10,0
2015,11,0.402
2015,12,0.008
