year,party,support
1975,1,0
1975,2,0.507
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.012
1975,8,0
1975,9,0.021
1975,10,0
1975,11,0.421
1975,12,0.039
1979,1,0.018
1979,2,0.444
1979,3,0
1979,4,0.006
1979,5,0
1979,6,0
1979,7,0.002
1979,8,0.009
1979,9,0.02
1979,10,0
1979,11,0.463
1979,12,0.038
1983,1,0.01
1983,2,0.528
1983,3,0
1983,4,0.001
1983,5,0
1983,6,0
1983,7,0.036
1983,8,0
1983,9,0.017
1983,10,0
1983,11,0.38
1983,12,0.028
1987,1,0.003
1987,2,0.451
1987,3,0.051
1987,4,0.017
1987,5,0
1987,6,0
1987,7,0.039
1987,8,0.001
1987,9,0.035
1987,10,0
1987,11,0.341
1987,12,0.062
1991,1,0.006
1991,2,0.332
1991,3,0.114
1991,4,0.015
1991,5,0
1991,6,0
1991,7,0.027
1991,8,0.003
1991,9,0.063
1991,10,0
1991,11,0.295
1991,12,0.144
1995,1,0.009
1995,2,0.386
1995,3,0.005
1995,4,0.029
1995,5,0
1995,6,0
1995,7,0.033
1995,8,0.001
1995,9,0.032
1995,10,0
1995,11,0.233
1995,12,0.271
1999,1,0
1999,2,0.417
1999,3,0.018
1999,4,0.034
1999,5,0
1999,6,0
1999,7,0.003
1999,8,0.001
1999,9,0.044
1999,10,0
1999,11,0.405
1999,12,0.078
2003,1,0
2003,2,0.32
2003,3,0.071
2003,4,0.048
2003,5,0
2003,6,0
2003,7,0.001
2003,8,0.005
2003,9,0.039
2003,10,0
2003,11,0.475
2003,12,0.04
2007,1,0
2007,2,0.261
2007,3,0.039
2007,4,0.038
2007,5,0
2007,6,0
2007,7,0.037
2007,8,0.05
2007,9,0.039
2007,10,0
2007,11,0.458
2007,12,0.078
2011,1,0
2011,2,0.171
2011,3,0.026
2011,4,0.022
2011,5,0.067
2011,6,0.135
2011,7,0.025
2011,8,0.008
2011,9,0.054
2011,10,0
2011,11,0.479
2011,12,0.014
2015,1,0
2015,2,0.132
2015,3,0.055
2015,4,0.012
2015,5,0.03
2015,6,0.1
2015,7,0.013
2015,8,0.008
2015,9,0.076
2015,10,0
2015,11,0.55
2015,12,0.024
