year,party,support
1975,1,0.006
1975,2,0.094
1975,3,0
1975,4,0.058
1975,5,0
1975,6,0
1975,7,0.082
1975,8,0.001
1975,9,0.032
1975,10,0
1975,11,0.639
1975,12,0.088
1979,1,0.023
1979,2,0.108
1979,3,0.008
1979,4,0.047
1979,5,0
1979,6,0
1979,7,0.059
1979,8,0.004
1979,9,0.047
1979,10,0
1979,11,0.676
1979,12,0.028
1983,1,0.06
1983,2,0.11
1983,3,0.048
1983,4,0.062
1983,5,0
1983,6,0
1983,7,0.044
1983,8,0.014
1983,9,0.058
1983,10,0
1983,11,0.574
1983,12,0.031
1987,1,0.019
1987,2,0.07
1987,3,0.123
1987,4,0.014
1987,5,0
1987,6,0
1987,7,0.059
1987,8,0.002
1987,9,0.051
1987,10,0
1987,11,0.607
1987,12,0.055
1991,1,0.013
1991,2,0.128
1991,3,0.113
1991,4,0.02
1991,5,0
1991,6,0
1991,7,0.029
1991,8,0.013
1991,9,0.054
1991,10,0
1991,11,0.528
1991,12,0.102
1995,1,0.015
1995,2,0.154
1995,3,0.09
1995,4,0.033
1995,5,0
1995,6,0
1995,7,0.014
1995,8,0.015
1995,9,0.057
1995,10,0
1995,11,0.541
1995,12,0.081
1999,1,0.012
1999,2,0.172
1999,3,0.035
1999,4,0.06
1999,5,0
1999,6,0
1999,7,0.027
1999,8,0.017
1999,9,0.064
1999,10,0
1999,11,0.57
1999,12,0.043
2003,1,0.006
2003,2,0.177
2003,3,0.097
2003,4,0.031
2003,5,0
2003,6,0
2003,7,0.011
2003,8,0.031
2003,9,0.092
2003,10,0
2003,11,0.506
2003,12,0.049
2007,1,0.006
2007,2,0.102
2007,3,0.111
2007,4,0.045
2007,5,0.078
2007,6,0
2007,7,0.005
2007,8,0.041
2007,9,0.065
2007,10,0
2007,11,0.516
2007,12,0.029
2011,1,0
2011,2,0.089
2011,3,0.073
2011,4,0.036
2011,5,0.105
2011,6,0.071
2011,7,0.032
2011,8,0.032
2011,9,0.064
2011,10,0
2011,11,0.478
2011,12,0.021
2015,1,0
2015,2,0.134
2015,3,0.058
2015,4,0.043
2015,5,0.066
2015,6,0.061
2015,7,0.021
2015,8,0.005
2015,9,0.148
2015,10,0
2015,11,0.438
2015,12,0.026
