year,party,support
1975,1,0.047
1975,2,0.172
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.019
1975,8,0.094
1975,9,0.658
1975,10,0
1975,11,0
1975,12,0.012
1979,1,0.053
1979,2,0.149
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.004
1979,8,0.111
1979,9,0.65
1979,10,0
1979,11,0
1979,12,0.034
1983,1,0.027
1983,2,0.19
1983,3,0.087
1983,4,0
1983,5,0
1983,6,0
1983,7,0.01
1983,8,0.11
1983,9,0.55
1983,10,0
1983,11,0
1983,12,0.026
1987,1,0.043
1987,2,0.138
1987,3,0.124
1987,4,0
1987,5,0
1987,6,0
1987,7,0.01
1987,8,0.14
1987,9,0.525
1987,10,0
1987,11,0
1987,12,0.021
1991,1,0.03
1991,2,0.215
1991,3,0.054
1991,4,0
1991,5,0
1991,6,0
1991,7,0.015
1991,8,0.143
1991,9,0.5
1991,10,0
1991,11,0.015
1991,12,0.028
1995,1,0.059
1995,2,0.247
1995,3,0.039
1995,4,0
1995,5,0
1995,6,0
1995,7,0.04
1995,8,0.163
1995,9,0.452
1995,10,0
1995,11,0
1995,12,0
1999,1,0.099
1999,2,0.147
1999,3,0.066
1999,4,0
1999,5,0
1999,6,0
1999,7,0.01
1999,8,0.099
1999,9,0.527
1999,10,0
1999,11,0.051
1999,12,0
2003,1,0.045
2003,2,0.241
2003,3,0.089
2003,4,0
2003,5,0
2003,6,0
2003,7,0.011
2003,8,0.126
2003,9,0.363
2003,10,0
2003,11,0.125
2003,12,0
2007,1,0.032
2007,2,0.163
2007,3,0.154
2007,4,0.046
2007,5,0
2007,6,0
2007,7,0.004
2007,8,0.103
2007,9,0.332
2007,10,0
2007,11,0.144
2007,12,0.021
2011,1,0.065
2011,2,0.153
2011,3,0.157
2011,4,0.032
2011,5,0.036
2011,6,0
2011,7,0.013
2011,8,0.105
2011,9,0.268
2011,10,0
2011,11,0.127
2011,12,0.044
2015,1,0.055
2015,2,0.144
2015,3,0.156
2015,4,0.013
2015,5,0.02
2015,6,0.009
2015,7,0
2015,8,0.118
2015,9,0.286
2015,10,0
2015,11,0.166
2015,12,0.033
