year,party,support
1975,1,0.065
1975,2,0.192
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.336
1975,9,0.407
1975,10,0
1975,11,0
1975,12,0
1979,1,0.063
1979,2,0.218
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.318
1979,9,0.39
1979,10,0
1979,11,0.011
1979,12,0
1983,1,0.067
1983,2,0.211
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.018
1983,8,0.326
1983,9,0.362
1983,10,0
1983,11,0.015
1983,12,0
1987,1,0.088
1987,2,0.159
1987,3,0.013
1987,4,0
1987,5,0
1987,6,0
1987,7,0.008
1987,8,0.336
1987,9,0.387
1987,10,0
1987,11,0.009
1987,12,0
1991,1,0.085
1991,2,0.119
1991,3,0.01
1991,4,0
1991,5,0
1991,6,0
1991,7,0.007
1991,8,0.266
1991,9,0.31
1991,10,0.199
1991,11,0.005
1991,12,0
1995,1,0.014
1995,2,0.179
1995,3,0.034
1995,4,0
1995,5,0
1995,6,0
1995,7,0.02
1995,8,0.286
1995,9,0.338
1995,10,0.125
1995,11,0.004
1995,12,0
1999,1,0.01
1999,2,0.193
1999,3,0.012
1999,4,0.003
1999,5,0
1999,6,0
1999,7,0.002
1999,8,0.278
1999,9,0.311
1999,10,0.13
1999,11,0.062
1999,12,0
2003,1,0
2003,2,0.285
2003,3,0.039
2003,4,0
2003,5,0
2003,6,0
2003,7,0.015
2003,8,0.235
2003,9,0.309
2003,10,0.058
2003,11,0.059
2003,12,0
2007,1,0.013
2007,2,0.213
2007,3,0.065
2007,4,0
2007,5,0
2007,6,0
2007,7,0.01
2007,8,0.235
2007,9,0.3
2007,10,0.1
2007,11,0.064
2007,12,0
2011,1,0.01
2011,2,0.196
2011,3,0.077
2011,4,0
2011,5,0
2011,6,0
2011,7,0.046
2011,8,0.237
2011,9,0.232
2011,10,0.119
2011,11,0.084
2011,12,0
2015,1,0.005
2015,2,0.208
2015,3,0.061
2015,4,0
2015,5,0.008
2015,6,0
2015,7,0.034
2015,8,0.21
2015,9,0.181
2015,10,0.191
2015,11,0.103
2015,12,0
