year,party,support
1975,1,0
1975,2,0.317
1975,3,0
1975,4,0.009
1975,5,0
1975,6,0
1975,7,0.073
1975,8,0.24
1975,9,0.131
1975,10,0
1975,11,0.174
1975,12,0.055
1979,1,0
1979,2,0.299
1979,3,0
1979,4,0.014
1979,5,0
1979,6,0
1979,7,0.059
1979,8,0.2
1979,9,0.21
1979,10,0
1979,11,0.191
1979,12,0.028
1983,1,0
1983,2,0.372
1983,3,0
1983,4,0.012
1983,5,0
1983,6,0
1983,7,0.051
1983,8,0.184
1983,9,0.222
1983,10,0
1983,11,0.118
1983,12,0.041
1987,1,0.052
1987,2,0.26
1987,3,0
1987,4,0.015
1987,5,0
1987,6,0
1987,7,0.024
1987,8,0.159
1987,9,0.2
1987,10,0
1987,11,0.161
1987,12,0.129
1991,1,0
1991,2,0.179
1991,3,0.062
1991,4,0.001
1991,5,0
1991,6,0
1991,7,0.046
1991,8,0.127
1991,9,0.164
1991,10,0
1991,11,0.186
1991,12,0.234
1995,1,0.008
1995,2,0.219
1995,3,0.027
1995,4,0.008
1995,5,0
1995,6,0
1995,7,0.087
1995,8,0.156
1995,9,0.107
1995,10,0
1995,11,0.22
1995,12,0.167
1999,1,0
1999,2,0.29
1999,3,0.028
1999,4,0.022
1999,5,0
1999,6,0
1999,7,0.012
1999,8,0.174
1999,9,0.135
1999,10,0
1999,11,0.283
1999,12,0.057
2003,1,0.007
2003,2,0.257
2003,3,0.048
2003,4,0.016
2003,5,0
2003,6,0
2003,7,0.006
2003,8,0.157
2003,9,0.157
2003,10,0
2003,11,0.325
2003,12,0.027
2007,1,0
2007,2,0.22
2007,3,0.063
2007,4,0.011
2007,5,0
2007,6,0
2007,7,0.07
2007,8,0.121
2007,9,0.165
2007,10,0
2007,11,0.345
2007,12,0.004
2011,1,0
2011,2,0.191
2011,3,0.063
2011,4,0.008
2011,5,0.038
2011,6,0.108
2011,7,0.004
2011,8,0.091
2011,9,0.102
2011,10,0
2011,11,0.385
2011,12,0.009
2015,1,0
2015,2,0.142
2015,3,0.043
2015,4,0.01
2015,5,0.028
2015,6,0.045
2015,7,0.022
2015,8,0.068
2015,9,0.172
2015,10,0
2015,11,0.458
2015,12,0.011
