year,party,support
1975,1,0.039
1975,2,0.11
1975,3,0.012
1975,4,0
1975,5,0
1975,6,0
1975,7,0.025
1975,8,0
1975,9,0.295
1975,10,0
1975,11,0.497
1975,12,0.023
1979,1,0.047
1979,2,0.16
1979,3,0.078
1979,4,0
1979,5,0
1979,6,0
1979,7,0.022
1979,8,0.014
1979,9,0.255
1979,10,0
1979,11,0.424
1979,12,0
1983,1,0.054
1983,2,0.103
1983,3,0.049
1983,4,0
1983,5,0
1983,6,0
1983,7,0.029
1983,8,0.013
1983,9,0.397
1983,10,0
1983,11,0.353
1983,12,0.001
1987,1,0.086
1987,2,0.106
1987,3,0.076
1987,4,0
1987,5,0
1987,6,0
1987,7,0.006
1987,8,0.014
1987,9,0.321
1987,10,0
1987,11,0.389
1987,12,0.003
1991,1,0.038
1991,2,0.138
1991,3,0.057
1991,4,0
1991,5,0
1991,6,0
1991,7,0.031
1991,8,0.008
1991,9,0.286
1991,10,0
1991,11,0.412
1991,12,0.03
1995,1,0.117
1995,2,0.15
1995,3,0.038
1995,4,0
1995,5,0
1995,6,0
1995,7,0.013
1995,8,0.035
1995,9,0.229
1995,10,0
1995,11,0.359
1995,12,0.059
1999,1,0.085
1999,2,0.166
1999,3,0.087
1999,4,0
1999,5,0
1999,6,0
1999,7,0.044
1999,8,0.025
1999,9,0.261
1999,10,0
1999,11,0.307
1999,12,0.025
2003,1,0.092
2003,2,0.129
2003,3,0.095
2003,4,0.011
2003,5,0
2003,6,0
2003,7,0.01
2003,8,0.046
2003,9,0.202
2003,10,0
2003,11,0.369
2003,12,0.045
2007,1,0.057
2007,2,0.173
2007,3,0.143
2007,4,0.001
2007,5,0
2007,6,0
2007,7,0.034
2007,8,0.019
2007,9,0.158
2007,10,0
2007,11,0.374
2007,12,0.04
2011,1,0.032
2011,2,0.176
2011,3,0.102
2011,4,0.002
2011,5,0.035
2011,6,0.023
2011,7,0.011
2011,8,0.014
2011,9,0.151
2011,10,0
2011,11,0.407
2011,12,0.049
2015,1,0.026
2015,2,0.145
2015,3,0.122
2015,4,0.002
2015,5,0.027
2015,6,0.034
2015,7,0.024
2015,8,0.018
2015,9,0.175
2015,10,0
2015,11,0.408
2015,12,0.019
