year,party,support
1975,1,0
1975,2,0.523
1975,3,0
1975,4,0.043
1975,5,0
1975,6,0
1975,7,0.031
1975,8,0
1975,9,0.046
1975,10,0
1975,11,0.331
1975,12,0.027
1979,1,0.012
1979,2,0.449
1979,3,0
1979,4,0.012
1979,5,0
1979,6,0
1979,7,0.018
1979,8,0.001
1979,9,0.068
1979,10,0
1979,11,0.423
1979,12,0.016
1983,1,0.007
1983,2,0.327
1983,3,0
1983,4,0.004
1983,5,0
1983,6,0
1983,7,0.048
1983,8,0.001
1983,9,0.048
1983,10,0
1983,11,0.522
1983,12,0.045
1987,1,0.001
1987,2,0.251
1987,3,0.037
1987,4,0.012
1987,5,0
1987,6,0
1987,7,0.078
1987,8,0.011
1987,9,0.036
1987,10,0
1987,11,0.501
1987,12,0.072
1991,1,0.017
1991,2,0.2
1991,3,0.074
1991,4,0.002
1991,5,0
1991,6,0
1991,7,0.022
1991,8,0.005
1991,9,0.039
1991,10,0
1991,11,0.538
1991,12,0.104
1995,1,0.001
1995,2,0.238
1995,3,0.019
1995,4,0.067
1995,5,0
1995,6,0
1995,7,0.02
1995,8,0.019
1995,9,0.05
1995,10,0
1995,11,0.439
1995,12,0.147
1999,1,0
1999,2,0.214
1999,3,0.032
1999,4,0.027
1999,5,0
1999,6,0
1999,7,0.004
1999,8,0
1999,9,0.095
1999,10,0
1999,11,0.502
1999,12,0.126
2003,1,0
2003,2,0.313
2003,3,0.082
2003,4,0.027
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.001
2003,9,0.086
2003,10,0
2003,11,0.407
2003,12,0.074
2007,1,0
2007,2,0.11
2007,3,0.103
2007,4,0.02
2007,5,0
2007,6,0
2007,7,0.038
2007,8,0.007
2007,9,0.085
2007,10,0
2007,11,0.588
2007,12,0.048
2011,1,0.004
2011,2,0.04
2011,3,0.093
2011,4,0.009
2011,5,0.031
2011,6,0.258
2011,7,0.038
2011,8,0.004
2011,9,0.09
2011,10,0
2011,11,0.391
2011,12,0.044
2015,1,0.001
2015,2,0.073
2015,3,0.089
2015,4,0.011
2015,5,0.019
2015,6,0.182
2015,7,0.011
2015,8,0.004
2015,9,0.095
2015,10,0
2015,11,0.495
2015,12,0.019
