year,party,support
1975,1,0.076
1975,2,0.067
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.004
1975,8,0
1975,9,0.304
1975,10,0
1975,11,0.518
1975,12,0.031
1979,1,0.04
1979,2,0.091
1979,3,0.084
1979,4,0
1979,5,0
1979,6,0
1979,7,0.01
1979,8,0.015
1979,9,0.358
1979,10,0
1979,11,0.402
1979,12,0
1983,1,0.04
1983,2,0.078
1983,3,0.04
1983,4,0
1983,5,0
1983,6,0
1983,7,0.002
1983,8,0.004
1983,9,0.42
1983,10,0
1983,11,0.407
1983,12,0.01
1987,1,0.076
1987,2,0.095
1987,3,0.039
1987,4,0
1987,5,0
1987,6,0
1987,7,0.047
1987,8,0.002
1987,9,0.313
1987,10,0
1987,11,0.396
1987,12,0.031
1991,1,0.053
1991,2,0.118
1991,3,0.048
1991,4,0
1991,5,0
1991,6,0
1991,7,0.003
1991,8,0
1991,9,0.361
1991,10,0
1991,11,0.396
1991,12,0.02
1995,1,0.108
1995,2,0.101
1995,3,0.031
1995,4,0
1995,5,0
1995,6,0
1995,7,0.01
1995,8,0.024
1995,9,0.285
1995,10,0
1995,11,0.326
1995,12,0.117
1999,1,0.079
1999,2,0.144
1999,3,0.026
1999,4,0
1999,5,0
1999,6,0
1999,7,0.016
1999,8,0.029
1999,9,0.219
1999,10,0
1999,11,0.442
1999,12,0.047
2003,1,0.125
2003,2,0.147
2003,3,0.096
2003,4,0.001
2003,5,0
2003,6,0
2003,7,0.001
2003,8,0.021
2003,9,0.138
2003,10,0
2003,11,0.392
2003,12,0.079
2007,1,0.052
2007,2,0.118
2007,3,0.163
2007,4,0.007
2007,5,0
2007,6,0
2007,7,0.019
2007,8,0.007
2007,9,0.125
2007,10,0
2007,11,0.48
2007,12,0.03
2011,1,0.034
2011,2,0.172
2011,3,0.134
2011,4,0.019
2011,5,0.009
2011,6,0.001
2011,7,0.002
2011,8,0.012
2011,9,0.118
2011,10,0
2011,11,0.445
2011,12,0.054
2015,1,0.041
2015,2,0.081
2015,3,0.123
2015,4,0.011
2015,5,0.031
2015,6,0.075
2015,7,0.006
2015,8,0.021
2015,9,0.166
2015,10,0
2015,11,0.43
2015,12,0.017
