year,party,support
1975,1,0.096
1975,2,0.175
1975,3,0.007
1975,4,0
1975,5,0
1975,6,0
1975,7,0.043
1975,8,0.002
1975,9,0.482
1975,10,0
1975,11,0.173
1975,12,0.021
1979,1,0.089
1979,2,0.158
1979,3,0.048
1979,4,0
1979,5,0
1979,6,0
1979,7,0.038
1979,8,0.014
1979,9,0.537
1979,10,0
1979,11,0.115
1979,12,0
1983,1,0.092
1983,2,0.139
1983,3,0.098
1983,4,0
1983,5,0
1983,6,0
1983,7,0.024
1983,8,0.017
1983,9,0.506
1983,10,0
1983,11,0.104
1983,12,0.02
1987,1,0.069
1987,2,0.138
1987,3,0.098
1987,4,0
1987,5,0
1987,6,0
1987,7,0.02
1987,8,0.012
1987,9,0.555
1987,10,0
1987,11,0.086
1987,12,0.02
1991,1,0.072
1991,2,0.163
1991,3,0.075
1991,4,0
1991,5,0
1991,6,0
1991,7,0.022
1991,8,0.018
1991,9,0.49
1991,10,0
1991,11,0.102
1991,12,0.058
1995,1,0.11
1995,2,0.237
1995,3,0.048
1995,4,0
1995,5,0
1995,6,0
1995,7,0.039
1995,8,0.041
1995,9,0.425
1995,10,0
1995,11,0.088
1995,12,0.011
1999,1,0.093
1999,2,0.236
1999,3,0.083
1999,4,0
1999,5,0
1999,6,0
1999,7,0.043
1999,8,0.024
1999,9,0.41
1999,10,0
1999,11,0.08
1999,12,0.031
2003,1,0.088
2003,2,0.209
2003,3,0.161
2003,4,0.006
2003,5,0
2003,6,0
2003,7,0.002
2003,8,0.036
2003,9,0.345
2003,10,0
2003,11,0.131
2003,12,0.022
2007,1,0.06
2007,2,0.239
2007,3,0.177
2007,4,0.025
2007,5,0
2007,6,0
2007,7,0.038
2007,8,0.064
2007,9,0.229
2007,10,0
2007,11,0.159
2007,12,0.007
2011,1,0.028
2011,2,0.266
2011,3,0.13
2011,4,0.011
2011,5,0.077
2011,6,0.007
2011,7,0.011
2011,8,0.069
2011,9,0.24
2011,10,0
2011,11,0.152
2011,12,0.009
2015,1,0.01
2015,2,0.24
2015,3,0.108
2015,4,0.015
2015,5,0.053
2015,6,0.018
2015,7,0.028
2015,8,0.046
2015,9,0.303
2015,10,0
2015,11,0.17
2015,12,0.008
