year,party,support
1975,1,0.005
1975,2,0.401
1975,3,0
1975,4,0.019
1975,5,0
1975,6,0
1975,7,0.056
1975,8,0.003
1975,9,0.152
1975,10,0
1975,11,0.297
1975,12,0.066
1979,1,0.022
1979,2,0.404
1979,3,0
1979,4,0.025
1979,5,0
1979,6,0
1979,7,0.022
1979,8,0.004
1979,9,0.152
1979,10,0
1979,11,0.332
1979,12,0.039
1983,1,0.023
1983,2,0.334
1983,3,0
1983,4,0.023
1983,5,0
1983,6,0
1983,7,0.075
1983,8,0.004
1983,9,0.141
1983,10,0
1983,11,0.326
1983,12,0.072
1987,1,0.018
1987,2,0.26
1987,3,0.087
1987,4,0.021
1987,5,0
1987,6,0
1987,7,0.073
1987,8,0.006
1987,9,0.149
1987,10,0
1987,11,0.319
1987,12,0.066
1991,1,0.016
1991,2,0.224
1991,3,0.103
1991,4,0.018
1991,5,0
1991,6,0
1991,7,0.044
1991,8,0.011
1991,9,0.131
1991,10,0
1991,11,0.288
1991,12,0.166
1995,1,0.013
1995,2,0.268
1995,3,0.057
1995,4,0.029
1995,5,0
1995,6,0
1995,7,0.029
1995,8,0.013
1995,9,0.174
1995,10,0
1995,11,0.294
1995,12,0.124
1999,1,0
1999,2,0.29
1999,3,0.049
1999,4,0.033
1999,5,0
1999,6,0
1999,7,0.027
1999,8,0.012
1999,9,0.207
1999,10,0
1999,11,0.297
1999,12,0.085
2003,1,0
2003,2,0.278
2003,3,0.055
2003,4,0.054
2003,5,0
2003,6,0
2003,7,0.013
2003,8,0.018
2003,9,0.19
2003,10,0
2003,11,0.314
2003,12,0.078
2007,1,0
2007,2,0.21
2007,3,0.081
2007,4,0.057
2007,5,0
2007,6,0
2007,7,0.015
2007,8,0.048
2007,9,0.204
2007,10,0
2007,11,0.34
2007,12,0.046
2011,1,0.003
2011,2,0.176
2011,3,0.052
2011,4,0.045
2011,5,0.051
2011,6,0.222
2011,7,0.026
2011,8,0.02
2011,9,0.101
2011,10,0
2011,11,0.284
2011,12,0.018
2015,1,0.004
2015,2,0.174
2015,3,0.046
2015,4,0.041
2015,5,0.054
2015,6,0.192
2015,7,0.019
2015,8,0.016
2015,9,0.108
2015,10,0
2015,11,0.329
2015,12,0.019
