year,party,support
1975,1,0.01
1975,2,0.166
1975,3,0
1975,4,0.07
1975,5,0
1975,6,0
1975,7,0.153
1975,8,0.066
1975,9,0.213
1975,10,0
1975,11,0.23
1975,12,0.093
1979,1,0.024
1979,2,0.19
1979,3,0.011
1979,4,0.079
1979,5,0
1979,6,0
1979,7,0.104
1979,8,0.065
1979,9,0.233
1979,10,0
1979,11,0.258
1979,12,0.035
1983,1,0.018
1983,2,0.176
1983,3,0.03
1983,4,0.069
1983,5,0
1983,6,0
1983,7,0.115
1983,8,0.071
1983,9,0.242
1983,10,0
1983,11,0.214
1983,12,0.064
1987,1,0.013
1987,2,0.148
1987,3,0.063
1987,4,0.053
1987,5,0
1987,6,0
1987,7,0.101
1987,8,0.043
1987,9,0.244
1987,10,0
1987,11,0.223
1987,12,0.113
1991,1,0.011
1991,2,0.153
1991,3,0.058
1991,4,0.061
1991,5,0
1991,6,0
1991,7,0.076
1991,8,0.046
1991,9,0.213
1991,10,0
1991,11,0.223
1991,12,0.158
1995,1,0.01
1995,2,0.169
1995,3,0.059
1995,4,0.056
1995,5,0
1995,6,0
1995,7,0.054
1995,8,0.041
1995,9,0.237
1995,10,0
1995,11,0.283
1995,12,0.093
1999,1,0.005
1999,2,0.184
1999,3,0.025
1999,4,0.063
1999,5,0
1999,6,0
1999,7,0.053
1999,8,0.046
1999,9,0.211
1999,10,0
1999,11,0.37
1999,12,0.043
2003,1,0.004
2003,2,0.188
2003,3,0.048
2003,4,0.067
2003,5,0
2003,6,0
2003,7,0.019
2003,8,0.047
2003,9,0.202
2003,10,0
2003,11,0.39
2003,12,0.036
2007,1,0.004
2007,2,0.136
2007,3,0.06
2007,4,0.053
2007,5,0.05
2007,6,0
2007,7,0.003
2007,8,0.075
2007,9,0.171
2007,10,0
2007,11,0.418
2007,12,0.031
2011,1,0
2011,2,0.132
2011,3,0.04
2011,4,0.054
2011,5,0.102
2011,6,0.056
2011,7,0.018
2011,8,0.041
2011,9,0.143
2011,10,0
2011,11,0.385
2011,12,0.029
2015,1,0.001
2015,2,0.132
2015,3,0.032
2015,4,0.058
2015,5,0.064
2015,6,0.038
2015,7,0.024
2015,8,0.037
2015,9,0.185
2015,10,0
2015,11,0.404
2015,12,0.024
