year,party,support
1975,1,0.036
1975,2,0.391
1975,3,0
1975,4,0.019
1975,5,0
1975,6,0
1975,7,0.087
1975,8,0.037
1975,9,0.26
1975,10,0
1975,11,0.076
1975,12,0.095
1979,1,0.045
1979,2,0.371
1979,3,0
1979,4,0.021
1979,5,0
1979,6,0
1979,7,0.12
1979,8,0.025
1979,9,0.288
1979,10,0
1979,11,0.074
1979,12,0.056
1983,1,0.047
1983,2,0.386
1983,3,0
1983,4,0.018
1983,5,0
1983,6,0
1983,7,0.131
1983,8,0.027
1983,9,0.245
1983,10,0
1983,11,0.067
1983,12,0.079
1987,1,0.055
1987,2,0.329
1987,3,0.08
1987,4,0.02
1987,5,0
1987,6,0
1987,7,0.078
1987,8,0.025
1987,9,0.246
1987,10,0
1987,11,0.058
1987,12,0.109
1991,1,0.056
1991,2,0.297
1991,3,0.091
1991,4,0.025
1991,5,0
1991,6,0
1991,7,0.079
1991,8,0.024
1991,9,0.206
1991,10,0
1991,11,0.056
1991,12,0.165
1995,1,0.049
1995,2,0.345
1995,3,0.055
1995,4,0.027
1995,5,0
1995,6,0
1995,7,0.071
1995,8,0.016
1995,9,0.225
1995,10,0
1995,11,0.061
1995,12,0.15
1999,1,0
1999,2,0.387
1999,3,0.121
1999,4,0.032
1999,5,0
1999,6,0
1999,7,0.017
1999,8,0.029
1999,9,0.196
1999,10,0
1999,11,0.111
1999,12,0.108
2003,1,0
2003,2,0.379
2003,3,0.135
2003,4,0.033
2003,5,0
2003,6,0
2003,7,0.061
2003,8,0.018
2003,9,0.143
2003,10,0
2003,11,0.124
2003,12,0.108
2007,1,0
2007,2,0.322
2007,3,0.189
2007,4,0.036
2007,5,0
2007,6,0
2007,7,0.013
2007,8,0.042
2007,9,0.145
2007,10,0
2007,11,0.201
2007,12,0.053
2011,1,0.008
2011,2,0.312
2011,3,0.147
2011,4,0.028
2011,5,0.058
2011,6,0.074
2011,7,0.048
2011,8,0.022
2011,9,0.088
2011,10,0
2011,11,0.199
2011,12,0.018
2015,1,0.01
2015,2,0.32
2015,3,0.139
2015,4,0.033
2015,5,0.057
2015,6,0.07
2015,7,0.018
2015,8,0.02
2015,9,0.094
2015,10,0
2015,11,0.221
2015,12,0.018
