year,party,support
1975,1,0.008
1975,2,0.375
1975,3,0
1975,4,0.049
1975,5,0
1975,6,0
1975,7,0.182
1975,8,0.072
1975,9,0.187
1975,10,0
1975,11,0.039
1975,12,0.089
1979,1,0
1979,2,0.408
1979,3,0
1979,4,0.061
1979,5,0
1979,6,0
1979,7,0.129
1979,8,0.084
1979,9,0.231
1979,10,0
1979,11,0.05
1979,12,0.037
1983,1,0
1983,2,0.439
1983,3,0
1983,4,0.059
1983,5,0
1983,6,0
1983,7,0.1
1983,8,0.087
1983,9,0.199
1983,10,0
1983,11,0.065
1983,12,0.052
1987,1,0.079
1987,2,0.296
1987,3,0
1987,4,0.045
1987,5,0
1987,6,0
1987,7,0.084
1987,8,0.087
1987,9,0.2
1987,10,0
1987,11,0.102
1987,12,0.107
1991,1,0
1991,2,0.265
1991,3,0.08
1991,4,0.032
1991,5,0
1991,6,0
1991,7,0.053
1991,8,0.083
1991,9,0.161
1991,10,0
1991,11,0.129
1991,12,0.198
1995,1,0.002
1995,2,0.339
1995,3,0.052
1995,4,0.031
1995,5,0
1995,6,0
1995,7,0.045
1995,8,0.073
1995,9,0.158
1995,10,0
1995,11,0.119
1995,12,0.181
1999,1,0
1999,2,0.274
1999,3,0.039
1999,4,0.05
1999,5,0
1999,6,0
1999,7,0.022
1999,8,0.099
1999,9,0.16
1999,10,0
1999,11,0.279
1999,12,0.076
2003,1,0.011
2003,2,0.301
2003,3,0.046
2003,4,0.061
2003,5,0
2003,6,0
2003,7,0.008
2003,8,0.088
2003,9,0.156
2003,10,0
2003,11,0.314
2003,12,0.017
2007,1,0
2007,2,0.218
2007,3,0.083
2007,4,0.055
2007,5,0
2007,6,0
2007,7,0.044
2007,8,0.106
2007,9,0.134
2007,10,0
2007,11,0.326
2007,12,0.034
2011,1,0
2011,2,0.233
2011,3,0.069
2011,4,0.033
2011,5,0.043
2011,6,0.066
2011,7,0.013
2011,8,0.073
2011,9,0.104
2011,10,0
2011,11,0.344
2011,12,0.023
2015,1,0
2015,2,0.217
2015,3,0.04
2015,4,0.037
2015,5,0.043
2015,6,0.046
2015,7,0.018
2015,8,0.047
2015,9,0.141
2015,10,0
2015,11,0.382
2015,12,0.029
