year,party,support
1975,1,0
1975,2,0.267
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.164
1975,9,0.436
1975,10,0
1975,11,0.133
1975,12,0
1979,1,0
1979,2,0.259
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.063
1979,9,0.447
1979,10,0
1979,11,0.231
1979,12,0
1983,1,0
1983,2,0.179
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.039
1983,8,0.117
1983,9,0.328
1983,10,0
1983,11,0.337
1983,12,0
1987,1,0.013
1987,2,0.207
1987,3,0.043
1987,4,0
1987,5,0
1987,6,0
1987,7,0.035
1987,8,0.099
1987,9,0.444
1987,10,0
1987,11,0.158
1987,12,0
1991,1,0
1991,2,0.177
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.071
1991,8,0.113
1991,9,0.369
1991,10,0
1991,11,0.27
1991,12,0.001
1995,1,0
1995,2,0.073
1995,3,0.004
1995,4,0
1995,5,0
1995,6,0
1995,7,0.042
1995,8,0.126
1995,9,0.508
1995,10,0
1995,11,0.216
1995,12,0.03
1999,1,0
1999,2,0.173
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.049
1999,8,0.106
1999,9,0.309
1999,10,0
1999,11,0.352
1999,12,0.01
2003,1,0
2003,2,0.145
2003,3,0.016
2003,4,0.016
2003,5,0
2003,6,0
2003,7,0.063
2003,8,0.022
2003,9,0.243
2003,10,0
2003,11,0.479
2003,12,0.016
2007,1,0
2007,2,0.122
2007,3,0.03
2007,4,0.025
2007,5,0
2007,6,0
2007,7,0.037
2007,8,0.102
2007,9,0.194
2007,10,0
2007,11,0.464
2007,12,0.026
2011,1,0
2011,2,0.129
2011,3,0.032
2011,4,0.022
2011,5,0.068
2011,6,0.105
2011,7,0.018
2011,8,0.077
2011,9,0.18
2011,10,0
2011,11,0.357
2011,12,0.012
2015,1,0
2015,2,0.167
2015,3,0.02
2015,4,0.025
2015,5,0.05
2015,6,0.05
2015,7,0.007
2015,8,0.074
2015,9,0.152
2015,10,0
2015,11,0.449
2015,12,0.007
