year,party,support
1975,1,0.009
1975,2,0.34
1975,3,0
1975,4,0.119
1975,5,0
1975,6,0
1975,7,0.073
1975,8,0.035
1975,9,0.162
1975,10,0
1975,11,0.138
1975,12,0.123
1979,1,0
1979,2,0.429
1979,3,0
1979,4,0.093
1979,5,0
1979,6,0
1979,7,0.06
1979,8,0.034
1979,9,0.203
1979,10,0
1979,11,0.139
1979,12,0.042
1983,1,0
1983,2,0.385
1983,3,0
1983,4,0.111
1983,5,0
1983,6,0
1983,7,0.076
1983,8,0.029
1983,9,0.226
1983,10,0
1983,11,0.126
1983,12,0.047
1987,1,0.071
1987,2,0.269
1987,3,0
1987,4,0.08
1987,5,0
1987,6,0
1987,7,0.043
1987,8,0.029
1987,9,0.202
1987,10,0
1987,11,0.156
1987,12,0.151
1991,1,0
1991,2,0.196
1991,3,0.073
1991,4,0.066
1991,5,0
1991,6,0
1991,7,0.03
1991,8,0.025
1991,9,0.162
1991,10,0
1991,11,0.239
1991,12,0.21
1995,1,0.007
1995,2,0.184
1995,3,0.093
1995,4,0.071
1995,5,0
1995,6,0
1995,7,0.026
1995,8,0.032
1995,9,0.184
1995,10,0
1995,11,0.238
1995,12,0.165
1999,1,0
1999,2,0.168
1999,3,0.083
1999,4,0.092
1999,5,0
1999,6,0
1999,7,0.02
1999,8,0.046
1999,9,0.157
1999,10,0
1999,11,0.375
1999,12,0.058
2003,1,0.008
2003,2,0.202
2003,3,0.1
2003,4,0.113
2003,5,0
2003,6,0
2003,7,0.005
2003,8,0.06
2003,9,0.139
2003,10,0
2003,11,0.358
2003,12,0.017
2007,1,0
2007,2,0.171
2007,3,0.103
2007,4,0.08
2007,5,0
2007,6,0
2007,7,0.035
2007,8,0.046
2007,9,0.154
2007,10,0
2007,11,0.388
2007,12,0.023
2011,1,0
2011,2,0.179
2011,3,0.073
2011,4,0.074
2011,5,0.044
2011,6,0.079
2011,7,0.009
2011,8,0.038
2011,9,0.128
2011,10,0
2011,11,0.36
2011,12,0.016
2015,1,0
2015,2,0.166
2015,3,0.053
2015,4,0.065
2015,5,0.04
2015,6,0.059
2015,7,0.02
2015,8,0.03
2015,9,0.156
2015,10,0
2015,11,0.399
2015,12,0.012
