year,party,support
1975,1,0
1975,2,0.222
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.04
1975,8,0.552
1975,9,0.185
1975,10,0
1975,11,0
1975,12,0
1979,1,0
1979,2,0.169
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.042
1979,8,0.554
1979,9,0.234
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.187
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.035
1983,8,0.552
1983,9,0.225
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.137
1987,3,0.034
1987,4,0
1987,5,0
1987,6,0
1987,7,0.008
1987,8,0.584
1987,9,0.237
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.144
1991,3,0.024
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.469
1991,9,0.363
1991,10,0
1991,11,0
1991,12,0
1995,1,0.012
1995,2,0.183
1995,3,0.027
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.492
1995,9,0.286
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.196
1999,3,0.039
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.446
1999,9,0.214
1999,10,0
1999,11,0.106
1999,12,0
2003,1,0
2003,2,0.24
2003,3,0.061
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.384
2003,9,0.146
2003,10,0
2003,11,0.17
2003,12,0
2007,1,0
2007,2,0.19
2007,3,0.076
2007,4,0
2007,5,0
2007,6,0
2007,7,0.051
2007,8,0.347
2007,9,0.178
2007,10,0
2007,11,0.158
2007,12,0
2011,1,0
2011,2,0.2
2011,3,0.087
2011,4,0
2011,5,0
2011,6,0.006
2011,7,0.018
2011,8,0.298
2011,9,0.22
2011,10,0
2011,11,0.171
2011,12,0
2015,1,0
2015,2,0.179
2015,3,0.093
2015,4,0
2015,5,0
2015,6,0
2015,7,0.03
2015,8,0.314
2015,9,0.198
2015,10,0
2015,11,0.187
2015,12,0
