year,party,support
1975,1,0
1975,2,0.343
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.008
1975,8,0.54
1975,9,0.093
1975,10,0
1975,11,0.017
1975,12,0
1979,1,0
1979,2,0.42
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.459
1979,9,0.116
1979,10,0
1979,11,0.005
1979,12,0
1983,1,0
1983,2,0.273
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.112
1983,8,0.437
1983,9,0.098
1983,10,0
1983,11,0.08
1983,12,0
1987,1,0.01
1987,2,0.265
1987,3,0.042
1987,4,0
1987,5,0
1987,6,0
1987,7,0.077
1987,8,0.428
1987,9,0.113
1987,10,0
1987,11,0.063
1987,12,0
1991,1,0
1991,2,0.206
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.246
1991,8,0.38
1991,9,0.105
1991,10,0
1991,11,0.052
1991,12,0.011
1995,1,0.01
1995,2,0.211
1995,3,0.014
1995,4,0
1995,5,0
1995,6,0
1995,7,0.196
1995,8,0.436
1995,9,0.084
1995,10,0
1995,11,0.041
1995,12,0.007
1999,1,0
1999,2,0.284
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.223
1999,8,0.347
1999,9,0.096
1999,10,0
1999,11,0.051
1999,12,0.001
2003,1,0
2003,2,0.274
2003,3,0.036
2003,4,0.006
2003,5,0
2003,6,0
2003,7,0.126
2003,8,0.294
2003,9,0.085
2003,10,0
2003,11,0.177
2003,12,0.002
2007,1,0
2007,2,0.313
2007,3,0.056
2007,4,0.002
2007,5,0
2007,6,0
2007,7,0.068
2007,8,0.263
2007,9,0.141
2007,10,0
2007,11,0.153
2007,12,0.003
2011,1,0
2011,2,0.288
2011,3,0.048
2011,4,0.001
2011,5,0.022
2011,6,0.014
2011,7,0.055
2011,8,0.237
2011,9,0.175
2011,10,0
2011,11,0.151
2011,12,0.007
2015,1,0
2015,2,0.23
2015,3,0.025
2015,4,0.008
2015,5,0.032
2015,6,0.007
2015,7,0.012
2015,8,0.283
2015,9,0.184
2015,10,0
2015,11,0.213
2015,12,0.005
