year,party,support
1975,1,0
1975,2,0.239
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.001
1975,8,0.028
1975,9,0.187
1975,10,0
1975,11,0.523
1975,12,0.023
1979,1,0
1979,2,0.367
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.057
1979,9,0.207
1979,10,0
1979,11,0.369
1979,12,0
1983,1,0
1983,2,0.364
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.05
1983,9,0.187
1983,10,0
1983,11,0.399
1983,12,0
1987,1,0.067
1987,2,0.367
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.055
1987,8,0.062
1987,9,0.101
1987,10,0
1987,11,0.347
1987,12,0
1991,1,0.069
1991,2,0.292
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.118
1991,8,0.072
1991,9,0.11
1991,10,0
1991,11,0.338
1991,12,0
1995,1,0.029
1995,2,0.286
1995,3,0.065
1995,4,0
1995,5,0
1995,6,0
1995,7,0.02
1995,8,0.078
1995,9,0.114
1995,10,0
1995,11,0.408
1995,12,0
1999,1,0
1999,2,0.407
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.039
1999,8,0.058
1999,9,0.091
1999,10,0
1999,11,0.404
1999,12,0
2003,1,0
2003,2,0.255
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.207
2003,9,0.117
2003,10,0
2003,11,0.41
2003,12,0.012
2007,1,0
2007,2,0.317
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.174
2007,9,0.192
2007,10,0
2007,11,0.305
2007,12,0.012
2011,1,0
2011,2,0.182
2011,3,0.022
2011,4,0
2011,5,0.116
2011,6,0.29
2011,7,0
2011,8,0.146
2011,9,0.12
2011,10,0
2011,11,0.12
2011,12,0.003
2015,1,0
2015,2,0.205
2015,3,0
2015,4,0
2015,5,0.1
2015,6,0.251
2015,7,0
2015,8,0.151
2015,9,0.094
2015,10,0
2015,11,0.199
2015,12,0
