year,party,support
1975,1,0.004
1975,2,0.079
1975,3,0
1975,4,0.008
1975,5,0
1975,6,0
1975,7,0.073
1975,8,0.444
1975,9,0.048
1975,10,0
1975,11,0.274
1975,12,0.07
1979,1,0
1979,2,0.108
1979,3,0
1979,4,0.015
1979,5,0
1979,6,0
1979,7,0.056
1979,8,0.435
1979,9,0.099
1979,10,0
1979,11,0.267
1979,12,0.02
1983,1,0
1983,2,0.134
1983,3,0
1983,4,0.033
1983,5,0
1983,6,0
1983,7,0.074
1983,8,0.398
1983,9,0.117
1983,10,0
1983,11,0.215
1983,12,0.029
1987,1,0.043
1987,2,0.087
1987,3,0
1987,4,0.012
1987,5,0
1987,6,0
1987,7,0.048
1987,8,0.33
1987,9,0.17
1987,10,0
1987,11,0.214
1987,12,0.096
1991,1,0
1991,2,0.121
1991,3,0.062
1991,4,0.017
1991,5,0
1991,6,0
1991,7,0.023
1991,8,0.29
1991,9,0.126
1991,10,0
1991,11,0.201
1991,12,0.16
1995,1,0.005
1995,2,0.156
1995,3,0.046
1995,4,0.014
1995,5,0
1995,6,0
1995,7,0.024
1995,8,0.232
1995,9,0.167
1995,10,0
1995,11,0.208
1995,12,0.147
1999,1,0
1999,2,0.128
1999,3,0.039
1999,4,0.016
1999,5,0
1999,6,0
1999,7,0.008
1999,8,0.305
1999,9,0.125
1999,10,0
1999,11,0.345
1999,12,0.035
2003,1,0.008
2003,2,0.145
2003,3,0.037
2003,4,0.016
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.277
2003,9,0.11
2003,10,0
2003,11,0.389
2003,12,0.013
2007,1,0
2007,2,0.132
2007,3,0.07
2007,4,0.013
2007,5,0
2007,6,0
2007,7,0.03
2007,8,0.276
2007,9,0.093
2007,10,0
2007,11,0.38
2007,12,0.007
2011,1,0
2011,2,0.15
2011,3,0.053
2011,4,0.013
2011,5,0.038
2011,6,0.042
2011,7,0.009
2011,8,0.222
2011,9,0.07
2011,10,0
2011,11,0.4
2011,12,0.003
2015,1,0
2015,2,0.128
2015,3,0.045
2015,4,0.013
2015,5,0.051
2015,6,0.047
2015,7,0.018
2015,8,0.125
2015,9,0.134
2015,10,0
2015,11,0.434
2015,12,0.004
