year,party,support
1975,1,0
1975,2,0.046
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.787
1975,9,0.162
1975,10,0
1975,11,0.004
1975,12,0
1979,1,0
1979,2,0.102
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.616
1979,9,0.276
1979,10,0
1979,11,0.006
1979,12,0
1983,1,0
1983,2,0.066
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.181
1983,8,0.462
1983,9,0.28
1983,10,0
1983,11,0.012
1983,12,0
1987,1,0.012
1987,2,0.083
1987,3,0.025
1987,4,0
1987,5,0
1987,6,0
1987,7,0.181
1987,8,0.423
1987,9,0.267
1987,10,0
1987,11,0.008
1987,12,0
1991,1,0
1991,2,0.105
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.267
1991,8,0.401
1991,9,0.186
1991,10,0
1991,11,0.011
1991,12,0.03
1995,1,0.005
1995,2,0.097
1995,3,0.009
1995,4,0
1995,5,0
1995,6,0
1995,7,0.313
1995,8,0.337
1995,9,0.141
1995,10,0
1995,11,0.081
1995,12,0.016
1999,1,0
1999,2,0.124
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.359
1999,8,0.298
1999,9,0.131
1999,10,0
1999,11,0.087
1999,12,0
2003,1,0
2003,2,0.138
2003,3,0.028
2003,4,0.008
2003,5,0
2003,6,0
2003,7,0.341
2003,8,0.215
2003,9,0.099
2003,10,0
2003,11,0.168
2003,12,0.003
2007,1,0
2007,2,0.063
2007,3,0.038
2007,4,0.02
2007,5,0
2007,6,0
2007,7,0.212
2007,8,0.29
2007,9,0.176
2007,10,0
2007,11,0.184
2007,12,0.015
2011,1,0
2011,2,0.119
2011,3,0.039
2011,4,0.014
2011,5,0.046
2011,6,0.038
2011,7,0.146
2011,8,0.248
2011,9,0.1
2011,10,0
2011,11,0.233
2011,12,0.016
2015,1,0
2015,2,0.123
2015,3,0.046
2015,4,0.012
2015,5,0.048
2015,6,0.023
2015,7,0.046
2015,8,0.276
2015,9,0.127
2015,10,0
2015,11,0.289
2015,12,0.011
