year,party,support
1975,1,0.125
1975,2,0.199
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.032
1975,8,0.205
1975,9,0.354
1975,10,0
1975,11,0
1975,12,0.085
1979,1,0.156
1979,2,0.183
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.016
1979,8,0.163
1979,9,0.4
1979,10,0
1979,11,0
1979,12,0.083
1983,1,0.062
1983,2,0.163
1983,3,0.072
1983,4,0
1983,5,0
1983,6,0
1983,7,0.017
1983,8,0.132
1983,9,0.398
1983,10,0
1983,11,0
1983,12,0.155
1987,1,0.048
1987,2,0.155
1987,3,0.098
1987,4,0
1987,5,0
1987,6,0
1987,7,0.029
1987,8,0.165
1987,9,0.422
1987,10,0
1987,11,0
1987,12,0.083
1991,1,0.047
1991,2,0.214
1991,3,0.054
1991,4,0
1991,5,0
1991,6,0
1991,7,0.035
1991,8,0.157
1991,9,0.426
1991,10,0
1991,11,0.011
1991,12,0.057
1995,1,0.08
1995,2,0.282
1995,3,0.046
1995,4,0
1995,5,0
1995,6,0
1995,7,0.046
1995,8,0.138
1995,9,0.384
1995,10,0
1995,11,0
1995,12,0.025
1999,1,0.12
1999,2,0.178
1999,3,0.066
1999,4,0
1999,5,0
1999,6,0
1999,7,0.021
1999,8,0.157
1999,9,0.388
1999,10,0
1999,11,0.07
1999,12,0
2003,1,0.059
2003,2,0.236
2003,3,0.097
2003,4,0
2003,5,0
2003,6,0
2003,7,0.015
2003,8,0.129
2003,9,0.27
2003,10,0
2003,11,0.193
2003,12,0
2007,1,0.039
2007,2,0.176
2007,3,0.141
2007,4,0.015
2007,5,0
2007,6,0
2007,7,0.005
2007,8,0.108
2007,9,0.252
2007,10,0
2007,11,0.24
2007,12,0.025
2011,1,0.037
2011,2,0.159
2011,3,0.126
2011,4,0.013
2011,5,0.03
2011,6,0
2011,7,0.017
2011,8,0.095
2011,9,0.231
2011,10,0
2011,11,0.178
2011,12,0.114
2015,1,0.033
2015,2,0.16
2015,3,0.108
2015,4,0.009
2015,5,0.019
2015,6,0.011
2015,7,0.002
2015,8,0.122
2015,9,0.251
2015,10,0
2015,11,0.208
2015,12,0.077
