year,party,support
1975,1,0.001
1975,2,0.172
1975,3,0
1975,4,0.041
1975,5,0
1975,6,0
1975,7,0.002
1975,8,0
1975,9,0.029
1975,10,0
1975,11,0.737
1975,12,0.018
1979,1,0.014
1979,2,0.176
1979,3,0
1979,4,0.02
1979,5,0
1979,6,0
1979,7,0.003
1979,8,0
1979,9,0.06
1979,10,0
1979,11,0.722
1979,12,0.005
1983,1,0.015
1983,2,0.238
1983,3,0
1983,4,0.018
1983,5,0
1983,6,0
1983,7,0.02
1983,8,0.001
1983,9,0.043
1983,10,0
1983,11,0.645
1983,12,0.021
1987,1,0.002
1987,2,0.129
1987,3,0.032
1987,4,0.02
1987,5,0
1987,6,0
1987,7,0.009
1987,8,0.001
1987,9,0.058
1987,10,0
1987,11,0.703
1987,12,0.046
1991,1,0.002
1991,2,0.137
1991,3,0.049
1991,4,0.019
1991,5,0
1991,6,0
1991,7,0.013
1991,8,0.001
1991,9,0.064
1991,10,0
1991,11,0.62
1991,12,0.095
1995,1,0.014
1995,2,0.192
1995,3,0.042
1995,4,0.015
1995,5,0
1995,6,0
1995,7,0.013
1995,8,0.005
1995,9,0.092
1995,10,0
1995,11,0.539
1995,12,0.09
1999,1,0
1999,2,0.229
1999,3,0.067
1999,4,0.037
1999,5,0
1999,6,0
1999,7,0.01
1999,8,0.006
1999,9,0.128
1999,10,0
1999,11,0.473
1999,12,0.051
2003,1,0
2003,2,0.263
2003,3,0.058
2003,4,0.038
2003,5,0
2003,6,0
2003,7,0.026
2003,8,0.009
2003,9,0.099
2003,10,0
2003,11,0.468
2003,12,0.038
2007,1,0
2007,2,0.179
2007,3,0.098
2007,4,0.03
2007,5,0
2007,6,0
2007,7,0.013
2007,8,0.068
2007,9,0.106
2007,10,0
2007,11,0.481
2007,12,0.025
2011,1,0.002
2011,2,0.128
2011,3,0.058
2011,4,0.024
2011,5,0.064
2011,6,0.234
2011,7,0.023
2011,8,0.013
2011,9,0.026
2011,10,0
2011,11,0.402
2011,12,0.026
2015,1,0
2015,2,0.102
2015,3,0.023
2015,4,0.034
2015,5,0.048
2015,6,0.181
2015,7,0.01
2015,8,0.014
2015,9,0.066
2015,10,0
2015,11,0.509
2015,12,0.012
