year,party,support
1975,1,0
1975,2,0.115
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.007
1975,8,0.512
1975,9,0.026
1975,10,0
1975,11,0.313
1975,12,0.028
1979,1,0
1979,2,0.049
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.009
1979,8,0.547
1979,9,0.005
1979,10,0
1979,11,0.378
1979,12,0.01
1983,1,0
1983,2,0.034
1983,3,0
1983,4,0.031
1983,5,0
1983,6,0
1983,7,0.003
1983,8,0.412
1983,9,0.06
1983,10,0
1983,11,0.46
1983,12,0
1987,1,0.029
1987,2,0.084
1987,3,0
1987,4,0.004
1987,5,0
1987,6,0
1987,7,0.024
1987,8,0.347
1987,9,0.063
1987,10,0
1987,11,0.411
1987,12,0.039
1991,1,0
1991,2,0.099
1991,3,0.047
1991,4,0.012
1991,5,0
1991,6,0
1991,7,0.004
1991,8,0.3
1991,9,0.061
1991,10,0
1991,11,0.305
1991,12,0.171
1995,1,0.011
1995,2,0.071
1995,3,0.054
1995,4,0.006
1995,5,0
1995,6,0
1995,7,0.034
1995,8,0.312
1995,9,0.08
1995,10,0
1995,11,0.299
1995,12,0.133
1999,1,0
1999,2,0.093
1999,3,0.023
1999,4,0.029
1999,5,0
1999,6,0
1999,7,0.004
1999,8,0.299
1999,9,0.05
1999,10,0
1999,11,0.45
1999,12,0.052
2003,1,0.008
2003,2,0.141
2003,3,0.046
2003,4,0.013
2003,5,0
2003,6,0
2003,7,0
2003,8,0.281
2003,9,0.05
2003,10,0
2003,11,0.457
2003,12,0.005
2007,1,0
2007,2,0.1
2007,3,0.084
2007,4,0.004
2007,5,0
2007,6,0
2007,7,0.035
2007,8,0.187
2007,9,0.068
2007,10,0
2007,11,0.471
2007,12,0.052
2011,1,0
2011,2,0.13
2011,3,0.095
2011,4,0.003
2011,5,0.035
2011,6,0.092
2011,7,0.012
2011,8,0.122
2011,9,0.045
2011,10,0
2011,11,0.445
2011,12,0.022
2015,1,0
2015,2,0.093
2015,3,0.04
2015,4,0.001
2015,5,0.035
2015,6,0.094
2015,7,0.031
2015,8,0.112
2015,9,0.087
2015,10,0
2015,11,0.487
2015,12,0.018
