year,party,support
1975,1,0.015
1975,2,0.167
1975,3,0
1975,4,0.042
1975,5,0
1975,6,0
1975,7,0.146
1975,8,0.1
1975,9,0.183
1975,10,0
1975,11,0.264
1975,12,0.082
1979,1,0.022
1979,2,0.172
1979,3,0.019
1979,4,0.045
1979,5,0
1979,6,0
1979,7,0.102
1979,8,0.113
1979,9,0.227
1979,10,0
1979,11,0.278
1979,12,0.022
1983,1,0.044
1983,2,0.188
1983,3,0.041
1983,4,0.044
1983,5,0
1983,6,0
1983,7,0.094
1983,8,0.101
1983,9,0.209
1983,10,0
1983,11,0.255
1983,12,0.024
1987,1,0.035
1987,2,0.135
1987,3,0.086
1987,4,0.035
1987,5,0
1987,6,0
1987,7,0.117
1987,8,0.076
1987,9,0.194
1987,10,0
1987,11,0.255
1987,12,0.066
1991,1,0.025
1991,2,0.172
1991,3,0.064
1991,4,0.026
1991,5,0
1991,6,0
1991,7,0.082
1991,8,0.057
1991,9,0.198
1991,10,0
1991,11,0.251
1991,12,0.124
1995,1,0.024
1995,2,0.21
1995,3,0.063
1995,4,0.02
1995,5,0
1995,6,0
1995,7,0.05
1995,8,0.049
1995,9,0.219
1995,10,0
1995,11,0.282
1995,12,0.084
1999,1,0.011
1999,2,0.214
1999,3,0.038
1999,4,0.015
1999,5,0
1999,6,0
1999,7,0.045
1999,8,0.054
1999,9,0.208
1999,10,0
1999,11,0.36
1999,12,0.054
2003,1,0.008
2003,2,0.223
2003,3,0.082
2003,4,0.025
2003,5,0
2003,6,0
2003,7,0.015
2003,8,0.061
2003,9,0.19
2003,10,0
2003,11,0.359
2003,12,0.036
2007,1,0.004
2007,2,0.162
2007,3,0.083
2007,4,0.023
2007,5,0.079
2007,6,0
2007,7,0.003
2007,8,0.085
2007,9,0.159
2007,10,0
2007,11,0.372
2007,12,0.029
2011,1,0.001
2011,2,0.141
2011,3,0.069
2011,4,0.019
2011,5,0.115
2011,6,0.079
2011,7,0.021
2011,8,0.048
2011,9,0.142
2011,10,0
2011,11,0.338
2011,12,0.026
2015,1,0.002
2015,2,0.162
2015,3,0.059
2015,4,0.02
2015,5,0.075
2015,6,0.052
2015,7,0.022
2015,8,0.038
2015,9,0.187
2015,10,0
2015,11,0.361
2015,12,0.024
