year,party,support
1975,1,0.003
1975,2,0.05
1975,3,0
1975,4,0.004
1975,5,0
1975,6,0
1975,7,0.033
1975,8,0.618
1975,9,0.189
1975,10,0
1975,11,0.051
1975,12,0.053
1979,1,0
1979,2,0.055
1979,3,0
1979,4,0.004
1979,5,0
1979,6,0
1979,7,0.018
1979,8,0.581
1979,9,0.284
1979,10,0
1979,11,0.041
1979,12,0.016
1983,1,0
1983,2,0.09
1983,3,0
1983,4,0.002
1983,5,0
1983,6,0
1983,7,0.024
1983,8,0.664
1983,9,0.159
1983,10,0
1983,11,0.054
1983,12,0.006
1987,1,0.029
1987,2,0.056
1987,3,0
1987,4,0.005
1987,5,0
1987,6,0
1987,7,0.017
1987,8,0.542
1987,9,0.232
1987,10,0
1987,11,0.07
1987,12,0.049
1991,1,0
1991,2,0.065
1991,3,0.041
1991,4,0.003
1991,5,0
1991,6,0
1991,7,0.012
1991,8,0.506
1991,9,0.151
1991,10,0
1991,11,0.098
1991,12,0.124
1995,1,0.001
1995,2,0.097
1995,3,0.029
1995,4,0.003
1995,5,0
1995,6,0
1995,7,0.016
1995,8,0.487
1995,9,0.113
1995,10,0
1995,11,0.157
1995,12,0.096
1999,1,0
1999,2,0.085
1999,3,0.028
1999,4,0.008
1999,5,0
1999,6,0
1999,7,0.003
1999,8,0.365
1999,9,0.142
1999,10,0
1999,11,0.33
1999,12,0.039
2003,1,0.006
2003,2,0.115
2003,3,0.015
2003,4,0.017
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.372
2003,9,0.096
2003,10,0
2003,11,0.364
2003,12,0.007
2007,1,0
2007,2,0.101
2007,3,0.039
2007,4,0.022
2007,5,0
2007,6,0
2007,7,0.031
2007,8,0.319
2007,9,0.116
2007,10,0
2007,11,0.359
2007,12,0.012
2011,1,0
2011,2,0.087
2011,3,0.051
2011,4,0.017
2011,5,0.041
2011,6,0.066
2011,7,0.01
2011,8,0.274
2011,9,0.077
2011,10,0
2011,11,0.371
2011,12,0.008
2015,1,0
2015,2,0.069
2015,3,0.025
2015,4,0.037
2015,5,0.029
2015,6,0.045
2015,7,0.02
2015,8,0.241
2015,9,0.104
2015,10,0
2015,11,0.422
2015,12,0.007
