year,party,support
1975,1,0.006
1975,2,0.209
1975,3,0
1975,4,0.03
1975,5,0
1975,6,0
1975,7,0.145
1975,8,0.067
1975,9,0.16
1975,10,0
1975,11,0.16
1975,12,0.223
1979,1,0
1979,2,0.281
1979,3,0
1979,4,0.051
1979,5,0
1979,6,0
1979,7,0.096
1979,8,0.102
1979,9,0.197
1979,10,0
1979,11,0.179
1979,12,0.095
1983,1,0
1983,2,0.288
1983,3,0
1983,4,0.023
1983,5,0
1983,6,0
1983,7,0.087
1983,8,0.118
1983,9,0.171
1983,10,0
1983,11,0.23
1983,12,0.081
1987,1,0.057
1987,2,0.172
1987,3,0
1987,4,0.027
1987,5,0
1987,6,0
1987,7,0.065
1987,8,0.069
1987,9,0.282
1987,10,0
1987,11,0.2
1987,12,0.129
1991,1,0
1991,2,0.155
1991,3,0.041
1991,4,0.028
1991,5,0
1991,6,0
1991,7,0.054
1991,8,0.05
1991,9,0.172
1991,10,0
1991,11,0.302
1991,12,0.2
1995,1,0.011
1995,2,0.207
1995,3,0.033
1995,4,0.03
1995,5,0
1995,6,0
1995,7,0.046
1995,8,0.045
1995,9,0.163
1995,10,0
1995,11,0.274
1995,12,0.19
1999,1,0
1999,2,0.161
1999,3,0.026
1999,4,0.04
1999,5,0
1999,6,0
1999,7,0.02
1999,8,0.083
1999,9,0.159
1999,10,0
1999,11,0.471
1999,12,0.041
2003,1,0.006
2003,2,0.19
2003,3,0.039
2003,4,0.069
2003,5,0
2003,6,0
2003,7,0.015
2003,8,0.077
2003,9,0.169
2003,10,0
2003,11,0.424
2003,12,0.012
2007,1,0
2007,2,0.163
2007,3,0.049
2007,4,0.04
2007,5,0
2007,6,0
2007,7,0.047
2007,8,0.091
2007,9,0.118
2007,10,0
2007,11,0.474
2007,12,0.017
2011,1,0
2011,2,0.169
2011,3,0.035
2011,4,0.026
2011,5,0.039
2011,6,0.075
2011,7,0.015
2011,8,0.075
2011,9,0.114
2011,10,0
2011,11,0.437
2011,12,0.016
2015,1,0
2015,2,0.154
2015,3,0.02
2015,4,0.044
2015,5,0.036
2015,6,0.062
2015,7,0.02
2015,8,0.054
2015,9,0.139
2015,10,0
2015,11,0.454
2015,12,0.016
