year,party,support
1975,1,0.049
1975,2,0.094
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.43
1975,9,0.427
1975,10,0
1975,11,0
1975,12,0
1979,1,0.055
1979,2,0.115
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.443
1979,9,0.381
1979,10,0
1979,11,0.006
1979,12,0
1983,1,0.054
1983,2,0.093
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.022
1983,8,0.415
1983,9,0.414
1983,10,0
1983,11,0.002
1983,12,0
1987,1,0.096
1987,2,0.074
1987,3,0.024
1987,4,0
1987,5,0
1987,6,0
1987,7,0.002
1987,8,0.446
1987,9,0.357
1987,10,0
1987,11,0
1987,12,0
1991,1,0.101
1991,2,0.067
1991,3,0.005
1991,4,0
1991,5,0
1991,6,0
1991,7,0.006
1991,8,0.349
1991,9,0.331
1991,10,0.138
1991,11,0.003
1991,12,0
1995,1,0.017
1995,2,0.165
1995,3,0.017
1995,4,0
1995,5,0
1995,6,0
1995,7,0.01
1995,8,0.335
1995,9,0.326
1995,10,0.12
1995,11,0.01
1995,12,0
1999,1,0.014
1999,2,0.167
1999,3,0.027
1999,4,0
1999,5,0
1999,6,0
1999,7,0.003
1999,8,0.301
1999,9,0.343
1999,10,0.12
1999,11,0.025
1999,12,0
2003,1,0
2003,2,0.223
2003,3,0.053
2003,4,0
2003,5,0
2003,6,0
2003,7,0.007
2003,8,0.282
2003,9,0.32
2003,10,0.071
2003,11,0.044
2003,12,0
2007,1,0.012
2007,2,0.201
2007,3,0.066
2007,4,0
2007,5,0
2007,6,0
2007,7,0.008
2007,8,0.304
2007,9,0.293
2007,10,0.075
2007,11,0.042
2007,12,0
2011,1,0.013
2011,2,0.173
2011,3,0.097
2011,4,0
2011,5,0
2011,6,0
2011,7,0.016
2011,8,0.249
2011,9,0.248
2011,10,0.14
2011,11,0.065
2011,12,0
2015,1,0.002
2015,2,0.169
2015,3,0.041
2015,4,0
2015,5,0.006
2015,6,0
2015,7,0.021
2015,8,0.24
2015,9,0.25
2015,10,0.202
2015,11,0.07
2015,12,0
