year,party,support
1975,1,0.019
1975,2,0.104
1975,3,0.001
1975,4,0
1975,5,0
1975,6,0
1975,7,0.021
1975,8,0.054
1975,9,0.646
1975,10,0
1975,11,0.136
1975,12,0.019
1979,1,0.007
1979,2,0.113
1979,3,0.055
1979,4,0
1979,5,0
1979,6,0
1979,7,0.019
1979,8,0.02
1979,9,0.644
1979,10,0
1979,11,0.142
1979,12,0
1983,1,0.051
1983,2,0.1
1983,3,0.093
1983,4,0
1983,5,0
1983,6,0
1983,7,0.056
1983,8,0.014
1983,9,0.52
1983,10,0
1983,11,0.165
1983,12,0.001
1987,1,0.115
1987,2,0.124
1987,3,0.032
1987,4,0
1987,5,0
1987,6,0
1987,7,0.024
1987,8,0.015
1987,9,0.411
1987,10,0
1987,11,0.235
1987,12,0.045
1991,1,0.091
1991,2,0.18
1991,3,0.072
1991,4,0
1991,5,0
1991,6,0
1991,7,0.023
1991,8,0.039
1991,9,0.346
1991,10,0
1991,11,0.217
1991,12,0.031
1995,1,0.16
1995,2,0.101
1995,3,0.031
1995,4,0
1995,5,0
1995,6,0
1995,7,0.016
1995,8,0.074
1995,9,0.396
1995,10,0
1995,11,0.137
1995,12,0.085
1999,1,0.104
1999,2,0.12
1999,3,0.113
1999,4,0
1999,5,0
1999,6,0
1999,7,0.018
1999,8,0.025
1999,9,0.368
1999,10,0
1999,11,0.199
1999,12,0.053
2003,1,0.056
2003,2,0.118
2003,3,0.174
2003,4,0.012
2003,5,0
2003,6,0
2003,7,0.006
2003,8,0.056
2003,9,0.268
2003,10,0
2003,11,0.282
2003,12,0.029
2007,1,0.05
2007,2,0.209
2007,3,0.156
2007,4,0.035
2007,5,0
2007,6,0
2007,7,0.018
2007,8,0.053
2007,9,0.264
2007,10,0
2007,11,0.187
2007,12,0.028
2011,1,0.007
2011,2,0.216
2011,3,0.142
2011,4,0.011
2011,5,0.071
2011,6,0.04
2011,7,0.003
2011,8,0.083
2011,9,0.139
2011,10,0
2011,11,0.278
2011,12,0.011
2015,1,0.012
2015,2,0.176
2015,3,0.109
2015,4,0.039
2015,5,0.046
2015,6,0.052
2015,7,0.012
2015,8,0.05
2015,9,0.271
2015,10,0
2015,11,0.22
2015,12,0.014
