year,party,support
1975,1,0.005
1975,2,0.177
1975,3,0
1975,4,0.02
1975,5,0
1975,6,0
1975,7,0.09
1975,8,0.313
1975,9,0.198
1975,10,0
1975,11,0.062
1975,12,0.135
1979,1,0
1979,2,0.235
1979,3,0
1979,4,0.025
1979,5,0
1979,6,0
1979,7,0.062
1979,8,0.338
1979,9,0.205
1979,10,0
1979,11,0.087
1979,12,0.047
1983,1,0
1983,2,0.255
1983,3,0
1983,4,0.03
1983,5,0
1983,6,0
1983,7,0.068
1983,8,0.312
1983,9,0.2
1983,10,0
1983,11,0.091
1983,12,0.044
1987,1,0.081
1987,2,0.145
1987,3,0
1987,4,0.015
1987,5,0
1987,6,0
1987,7,0.052
1987,8,0.235
1987,9,0.23
1987,10,0
1987,11,0.109
1987,12,0.132
1991,1,0
1991,2,0.122
1991,3,0.085
1991,4,0.017
1991,5,0
1991,6,0
1991,7,0.044
1991,8,0.168
1991,9,0.169
1991,10,0
1991,11,0.132
1991,12,0.264
1995,1,0.008
1995,2,0.167
1995,3,0.073
1995,4,0.021
1995,5,0
1995,6,0
1995,7,0.044
1995,8,0.172
1995,9,0.159
1995,10,0
1995,11,0.153
1995,12,0.204
1999,1,0
1999,2,0.144
1999,3,0.049
1999,4,0.021
1999,5,0
1999,6,0
1999,7,0.019
1999,8,0.219
1999,9,0.179
1999,10,0
1999,11,0.307
1999,12,0.06
2003,1,0.008
2003,2,0.182
2003,3,0.052
2003,4,0.036
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.201
2003,9,0.147
2003,10,0
2003,11,0.355
2003,12,0.015
2007,1,0
2007,2,0.169
2007,3,0.078
2007,4,0.031
2007,5,0
2007,6,0
2007,7,0.041
2007,8,0.168
2007,9,0.124
2007,10,0
2007,11,0.379
2007,12,0.01
2011,1,0
2011,2,0.174
2011,3,0.077
2011,4,0.021
2011,5,0.049
2011,6,0.048
2011,7,0.011
2011,8,0.13
2011,9,0.112
2011,10,0
2011,11,0.371
2011,12,0.008
2015,1,0
2015,2,0.165
2015,3,0.059
2015,4,0.023
2015,5,0.04
2015,6,0.041
2015,7,0.015
2015,8,0.123
2015,9,0.152
2015,10,0
2015,11,0.377
2015,12,0.005
