year,party,support
1975,1,0.001
1975,2,0.364
1975,3,0
1975,4,0.064
1975,5,0
1975,6,0
1975,7,0.043
1975,8,0.029
1975,9,0.094
1975,10,0
1975,11,0.282
1975,12,0.124
1979,1,0
1979,2,0.383
1979,3,0
1979,4,0.054
1979,5,0
1979,6,0
1979,7,0.03
1979,8,0.028
1979,9,0.259
1979,10,0
1979,11,0.214
1979,12,0.032
1983,1,0
1983,2,0.348
1983,3,0
1983,4,0.052
1983,5,0
1983,6,0
1983,7,0.047
1983,8,0.044
1983,9,0.256
1983,10,0
1983,11,0.211
1983,12,0.042
1987,1,0.065
1987,2,0.196
1987,3,0
1987,4,0.029
1987,5,0
1987,6,0
1987,7,0.049
1987,8,0.046
1987,9,0.275
1987,10,0
1987,11,0.213
1987,12,0.127
1991,1,0
1991,2,0.179
1991,3,0.052
1991,4,0.044
1991,5,0
1991,6,0
1991,7,0.057
1991,8,0.028
1991,9,0.225
1991,10,0
1991,11,0.272
1991,12,0.143
1995,1,0.007
1995,2,0.16
1995,3,0.033
1995,4,0.035
1995,5,0
1995,6,0
1995,7,0.029
1995,8,0.033
1995,9,0.196
1995,10,0
1995,11,0.316
1995,12,0.19
1999,1,0
1999,2,0.131
1999,3,0.028
1999,4,0.033
1999,5,0
1999,6,0
1999,7,0.012
1999,8,0.061
1999,9,0.222
1999,10,0
1999,11,0.446
1999,12,0.068
2003,1,0.011
2003,2,0.158
2003,3,0.05
2003,4,0.066
2003,5,0
2003,6,0
2003,7,0.005
2003,8,0.076
2003,9,0.168
2003,10,0
2003,11,0.443
2003,12,0.024
2007,1,0
2007,2,0.164
2007,3,0.054
2007,4,0.049
2007,5,0
2007,6,0
2007,7,0.039
2007,8,0.057
2007,9,0.159
2007,10,0
2007,11,0.452
2007,12,0.026
2011,1,0
2011,2,0.143
2011,3,0.053
2011,4,0.035
2011,5,0.041
2011,6,0.045
2011,7,0.007
2011,8,0.059
2011,9,0.149
2011,10,0
2011,11,0.444
2011,12,0.025
2015,1,0
2015,2,0.112
2015,3,0.027
2015,4,0.048
2015,5,0.056
2015,6,0.042
2015,7,0.009
2015,8,0.042
2015,9,0.162
2015,10,0
2015,11,0.482
2015,12,0.019
