year,party,support
1975,1,0.029
1975,2,0.057
1975,3,0.01
1975,4,0
1975,5,0
1975,6,0
1975,7,0.035
1975,8,0.01
1975,9,0.481
1975,10,0
1975,11,0.375
1975,12,0.003
1979,1,0.046
1979,2,0.077
1979,3,0.012
1979,4,0
1979,5,0
1979,6,0
1979,7,0.005
1979,8,0.004
1979,9,0.497
1979,10,0
1979,11,0.36
1979,12,0
1983,1,0.036
1983,2,0.071
1983,3,0.022
1983,4,0
1983,5,0
1983,6,0
1983,7,0.004
1983,8,0.011
1983,9,0.481
1983,10,0
1983,11,0.376
1983,12,0.002
1987,1,0.047
1987,2,0.033
1987,3,0.051
1987,4,0
1987,5,0
1987,6,0
1987,7,0.017
1987,8,0.005
1987,9,0.458
1987,10,0
1987,11,0.386
1987,12,0.003
1991,1,0.038
1991,2,0.06
1991,3,0.038
1991,4,0
1991,5,0
1991,6,0
1991,7,0.021
1991,8,0.018
1991,9,0.503
1991,10,0
1991,11,0.27
1991,12,0.053
1995,1,0.123
1995,2,0.073
1995,3,0.019
1995,4,0
1995,5,0
1995,6,0
1995,7,0.021
1995,8,0.036
1995,9,0.406
1995,10,0
1995,11,0.256
1995,12,0.066
1999,1,0.089
1999,2,0.115
1999,3,0.036
1999,4,0
1999,5,0
1999,6,0
1999,7,0.036
1999,8,0.035
1999,9,0.44
1999,10,0
1999,11,0.234
1999,12,0.014
2003,1,0.08
2003,2,0.127
2003,3,0.092
2003,4,0.001
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.039
2003,9,0.223
2003,10,0
2003,11,0.399
2003,12,0.029
2007,1,0.06
2007,2,0.12
2007,3,0.124
2007,4,0.035
2007,5,0
2007,6,0
2007,7,0.071
2007,8,0.068
2007,9,0.183
2007,10,0
2007,11,0.335
2007,12,0.004
2011,1,0.031
2011,2,0.172
2011,3,0.056
2011,4,0.019
2011,5,0.039
2011,6,0.002
2011,7,0.02
2011,8,0.093
2011,9,0.191
2011,10,0
2011,11,0.332
2011,12,0.044
2015,1,0.017
2015,2,0.162
2015,3,0.083
2015,4,0.014
2015,5,0.046
2015,6,0.029
2015,7,0.033
2015,8,0.022
2015,9,0.241
2015,10,0
2015,11,0.326
2015,12,0.028
