year,party,support
1975,1,0.046
1975,2,0.329
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.465
1975,9,0.159
1975,10,0
1975,11,0
1975,12,0
1979,1,0.058
1979,2,0.433
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.373
1979,9,0.1
1979,10,0
1979,11,0.036
1979,12,0
1983,1,0.088
1983,2,0.436
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.329
1983,9,0.111
1983,10,0
1983,11,0.036
1983,12,0
1987,1,0.218
1987,2,0.26
1987,3,0.022
1987,4,0
1987,5,0
1987,6,0
1987,7,0.001
1987,8,0.411
1987,9,0.063
1987,10,0
1987,11,0.025
1987,12,0
1991,1,0.228
1991,2,0.184
1991,3,0.002
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.294
1991,9,0.073
1991,10,0.213
1991,11,0.006
1991,12,0
1995,1,0.027
1995,2,0.392
1995,3,0.001
1995,4,0
1995,5,0
1995,6,0
1995,7,0.014
1995,8,0.314
1995,9,0.099
1995,10,0.15
1995,11,0.004
1995,12,0
1999,1,0.032
1999,2,0.34
1999,3,0.009
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.3
1999,9,0.085
1999,10,0.188
1999,11,0.046
1999,12,0
2003,1,0
2003,2,0.433
2003,3,0.004
2003,4,0
2003,5,0
2003,6,0
2003,7,0.003
2003,8,0.334
2003,9,0.125
2003,10,0.061
2003,11,0.04
2003,12,0
2007,1,0.006
2007,2,0.365
2007,3,0.027
2007,4,0
2007,5,0
2007,6,0
2007,7,0.012
2007,8,0.292
2007,9,0.106
2007,10,0.128
2007,11,0.063
2007,12,0
2011,1,0.041
2011,2,0.337
2011,3,0.051
2011,4,0
2011,5,0
2011,6,0
2011,7,0.038
2011,8,0.188
2011,9,0.123
2011,10,0.157
2011,11,0.066
2011,12,0
2015,1,0.006
2015,2,0.392
2015,3,0.011
2015,4,0
2015,5,0.003
2015,6,0
2015,7,0.03
2015,8,0.167
2015,9,0.068
2015,10,0.235
2015,11,0.089
2015,12,0
