year,party,support
1975,1,0.098
1975,2,0.127
1975,3,0.003
1975,4,0
1975,5,0
1975,6,0
1975,7,0.004
1975,8,0.026
1975,9,0.545
1975,10,0
1975,11,0.15
1975,12,0.047
1979,1,0.069
1979,2,0.082
1979,3,0.057
1979,4,0
1979,5,0
1979,6,0
1979,7,0.004
1979,8,0.025
1979,9,0.701
1979,10,0
1979,11,0.064
1979,12,0
1983,1,0.062
1983,2,0.056
1983,3,0.073
1983,4,0
1983,5,0
1983,6,0
1983,7,0.019
1983,8,0.022
1983,9,0.682
1983,10,0
1983,11,0.08
1983,12,0.007
1987,1,0.066
1987,2,0.121
1987,3,0.066
1987,4,0
1987,5,0
1987,6,0
1987,7,0.056
1987,8,0
1987,9,0.594
1987,10,0
1987,11,0.071
1987,12,0.025
1991,1,0.034
1991,2,0.122
1991,3,0.064
1991,4,0
1991,5,0
1991,6,0
1991,7,0.013
1991,8,0.019
1991,9,0.623
1991,10,0
1991,11,0.101
1991,12,0.024
1995,1,0.108
1995,2,0.107
1995,3,0.048
1995,4,0
1995,5,0
1995,6,0
1995,7,0.026
1995,8,0.03
1995,9,0.521
1995,10,0
1995,11,0.112
1995,12,0.048
1999,1,0.077
1999,2,0.118
1999,3,0.061
1999,4,0
1999,5,0
1999,6,0
1999,7,0.016
1999,8,0.022
1999,9,0.524
1999,10,0
1999,11,0.142
1999,12,0.041
2003,1,0.087
2003,2,0.099
2003,3,0.112
2003,4,0
2003,5,0
2003,6,0
2003,7,0.003
2003,8,0.04
2003,9,0.446
2003,10,0
2003,11,0.184
2003,12,0.029
2007,1,0.055
2007,2,0.14
2007,3,0.118
2007,4,0.004
2007,5,0
2007,6,0
2007,7,0.051
2007,8,0.067
2007,9,0.323
2007,10,0
2007,11,0.236
2007,12,0.006
2011,1,0.016
2011,2,0.172
2011,3,0.08
2011,4,0.011
2011,5,0.13
2011,6,0.012
2011,7,0.009
2011,8,0.042
2011,9,0.316
2011,10,0
2011,11,0.203
2011,12,0.007
2015,1,0.016
2015,2,0.134
2015,3,0.118
2015,4,0.014
2015,5,0.053
2015,6,0.027
2015,7,0.033
2015,8,0.032
2015,9,0.332
2015,10,0
2015,11,0.24
2015,12,0
