year,party,support
1975,1,0
1975,2,0.219
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.007
1975,8,0.498
1975,9,0.225
1975,10,0
1975,11,0.052
1975,12,0
1979,1,0
1979,2,0.305
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.47
1979,9,0.114
1979,10,0
1979,11,0.111
1979,12,0
1983,1,0
1983,2,0.201
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.094
1983,8,0.422
1983,9,0.146
1983,10,0
1983,11,0.136
1983,12,0
1987,1,0.028
1987,2,0.158
1987,3,0.022
1987,4,0
1987,5,0
1987,6,0
1987,7,0.072
1987,8,0.441
1987,9,0.153
1987,10,0
1987,11,0.126
1987,12,0
1991,1,0
1991,2,0.151
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.119
1991,8,0.492
1991,9,0.126
1991,10,0
1991,11,0.104
1991,12,0.01
1995,1,0.004
1995,2,0.14
1995,3,0.029
1995,4,0
1995,5,0
1995,6,0
1995,7,0.141
1995,8,0.515
1995,9,0.078
1995,10,0
1995,11,0.084
1995,12,0.011
1999,1,0
1999,2,0.279
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.177
1999,8,0.405
1999,9,0.08
1999,10,0
1999,11,0.059
1999,12,0
2003,1,0
2003,2,0.276
2003,3,0.025
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0.164
2003,8,0.326
2003,9,0.069
2003,10,0
2003,11,0.13
2003,12,0.007
2007,1,0
2007,2,0.319
2007,3,0.062
2007,4,0.007
2007,5,0
2007,6,0
2007,7,0.091
2007,8,0.26
2007,9,0.099
2007,10,0
2007,11,0.159
2007,12,0.002
2011,1,0
2011,2,0.334
2011,3,0.064
2011,4,0.004
2011,5,0.027
2011,6,0.012
2011,7,0.078
2011,8,0.23
2011,9,0.102
2011,10,0
2011,11,0.15
2011,12,0
2015,1,0
2015,2,0.283
2015,3,0.049
2015,4,0.006
2015,5,0.039
2015,6,0.006
2015,7,0.018
2015,8,0.303
2015,9,0.101
2015,10,0
2015,11,0.194
2015,12,0
